ID,poi shape,poi type,coordinate,amenity_types,latitude,longitude
0,Polygon,courthouse," 19.0514766, 47.510016 ",Government,47.510016,19.0514766
1,Polygon,bank," 19.0523756, 47.5046371 ",Financial,47.5046371,19.0523756
2,Polygon,public_building," 19.0497568, 47.4983713 ",others,47.4983713,19.0497568
3,Polygon,college," 19.0537326, 47.5088453 ",School,47.5088453,19.0537326
4,Polygon,public_building," 19.0493761, 47.5071711 ",others,47.5071711,19.0493761
5,Polygon,public_building," 19.0462421, 47.505209 ",others,47.505209,19.0462421
6,Polygon,school," 19.0487242, 47.5006903 ",School,47.5006903,19.0487242
7,Polygon,school," 19.0536602, 47.5015933 ",School,47.5015933,19.0536602
8,Polygon,school," 19.0544475, 47.4967267 ",School,47.4967267,19.0544475
9,Polygon,public_building," 19.049542, 47.5002585 ",others,47.5002585,19.049542
10,Polygon,community_centre," 19.0749615, 47.5108871 ",Entertainment,47.5108871,19.0749615
11,Polygon,marketplace," 19.0656248, 47.5050459 ",others,47.5050459,19.0656248
12,Polygon,university," 19.0641284, 47.503431 ",School,47.503431,19.0641284
13,Polygon,townhall," 19.0513466, 47.497901 ",Government,47.497901,19.0513466
14,Polygon,police," 19.0689933, 47.5327737 ",Police,47.5327737,19.0689933
15,Polygon,townhall," 19.089633, 47.5624671 ",Government,47.5624671,19.089633
16,Polygon,place_of_worship," 19.1101247, 47.5827171 ",Religion,47.5827171,19.1101247
17,Polygon,university," 19.0187615, 47.4914711 ",School,47.4914711,19.0187615
18,Polygon,parking," 19.0551322, 47.5181488 ",Parking,47.5181488,19.0551322
19,Polygon,community_centre," 19.0646547, 47.5050045 ",Entertainment,47.5050045,19.0646547
20,Polygon,embassy," 19.0644105, 47.5054016 ",others,47.5054016,19.0644105
21,Polygon,parking," 19.0576485, 47.5187273 ",Parking,47.5187273,19.0576485
22,Polygon,parking," 19.0523714, 47.5216278 ",Parking,47.5216278,19.0523714
23,MultiPolygon,parking," 19.0546222, 47.598851 ",Parking,47.598851,19.0546222
24,Polygon,bus_station," 19.0028209, 47.3319477 ",others,47.3319477,19.0028209
25,Polygon,university," 19.0853887, 47.4813697 ",School,47.4813697,19.0853887
26,Polygon,exhibition_center," 19.1207243, 47.4952978 ",others,47.4952978,19.1207243
27,MultiPolygon,marketplace," 19.1840594, 47.4425549 ",others,47.4425549,19.1840594
28,MultiPolygon,parking," 19.03993, 47.4749705 ",Parking,47.4749705,19.03993
29,Polygon,public_building," 19.0467237, 47.5071404 ",others,47.5071404,19.0467237
30,Polygon,public_building," 19.046402, 47.5033429 ",others,47.5033429,19.046402
31,Polygon,theatre," 19.0495397, 47.4962863 ",Entertainment,47.4962863,19.0495397
32,Polygon,university," 19.0602349, 47.4849214 ",School,47.4849214,19.0602349
33,Polygon,community_centre," 19.0484033, 47.502196 ",Entertainment,47.502196,19.0484033
34,Polygon,library," 19.0461145, 47.5014708 ",Education,47.5014708,19.0461145
35,Polygon,community_centre," 19.0532107, 47.5027967 ",Entertainment,47.5027967,19.0532107
36,Polygon,community_centre," 19.067476, 47.484909 ",Entertainment,47.484909,19.067476
37,Polygon,university," 19.0598442, 47.4745715 ",School,47.4745715,19.0598442
38,Polygon,library," 19.0537999, 47.4901385 ",Education,47.4901385,19.0537999
39,Polygon,community_centre," 19.0857655, 47.4898282 ",Entertainment,47.4898282,19.0857655
40,Polygon,place_of_worship," 19.080574, 47.4950954 ",Religion,47.4950954,19.080574
41,Polygon,clinic," 19.0664566, 47.488667 ",Healthcare,47.488667,19.0664566
42,Polygon,social_facility," 18.9711527, 47.5270602 ",Healthcare,47.5270602,18.9711527
43,Polygon,place_of_worship," 19.0382971, 47.5020352 ",Religion,47.5020352,19.0382971
44,Polygon,embassy," 19.0285468, 47.5030887 ",others,47.5030887,19.0285468
45,Polygon,monastery," 19.029877, 47.497405 ",others,47.497405,19.029877
46,Polygon,parking," 19.0282426, 47.4951734 ",Parking,47.4951734,19.0282426
47,Polygon,school," 19.0352166, 47.4962532 ",School,47.4962532,19.0352166
48,Polygon,parking," 19.0388306, 47.472994 ",Parking,47.472994,19.0388306
49,Polygon,doctors," 19.0547836, 47.5727457 ",Healthcare,47.5727457,19.0547836
50,Polygon,police," 19.0961139, 47.5143432 ",Police,47.5143432,19.0961139
51,Polygon,marketplace," 19.0857172, 47.504476 ",others,47.504476,19.0857172
52,Polygon,place_of_worship," 19.0390599, 47.503843 ",Religion,47.503843,19.0390599
53,Polygon,university," 19.0679289, 47.507155 ",School,47.507155,19.0679289
54,Polygon,school," 19.0662681, 47.5069039 ",School,47.5069039,19.0662681
55,Polygon,community_centre," 19.0703822, 47.5013957 ",Entertainment,47.5013957,19.0703822
56,Polygon,restaurant," 19.0636623, 47.4967767 ",Sustenance,47.4967767,19.0636623
57,Polygon,school," 19.0363444, 47.4926273 ",School,47.4926273,19.0363444
58,Polygon,community_centre," 19.0566542, 47.5020456 ",Entertainment,47.5020456,19.0566542
59,Polygon,police," 19.0740443, 47.4755274 ",Police,47.4755274,19.0740443
60,Polygon,public_building," 19.0532291, 47.5043768 ",others,47.5043768,19.0532291
61,Polygon,kindergarten," 19.1435964, 47.5115761 ",School,47.5115761,19.1435964
62,Polygon,school," 19.1458847, 47.5055887 ",School,47.5055887,19.1458847
63,Polygon,place_of_worship," 18.9260211, 47.397519 ",Religion,47.397519,18.9260211
64,Polygon,childcare," 19.1382986, 47.5121993 ",others,47.5121993,19.1382986
65,Polygon,school," 18.8849256, 47.4127642 ",School,47.4127642,18.8849256
66,Polygon,place_of_worship," 18.8852516, 47.4127146 ",Religion,47.4127146,18.8852516
67,Polygon,school," 18.8850566, 47.4131014 ",School,47.4131014,18.8850566
68,Polygon,parking," 18.8850566, 47.4131014 ",Parking,47.4131014,18.8850566
69,Polygon,parking," 19.0176397, 47.4630458 ",Parking,47.4630458,19.0176397
70,Polygon,library," 19.3464633, 47.5995018 ",Education,47.5995018,19.3464633
71,Polygon,hospital," 18.94125, 47.5214972 ",Healthcare,47.5214972,18.94125
72,Polygon,hospital," 19.3493369, 47.5994923 ",Healthcare,47.5994923,19.3493369
73,Polygon,police," 19.3505122, 47.6003643 ",Police,47.6003643,19.3505122
74,Polygon,parking," 19.156233, 47.4714689 ",Parking,47.4714689,19.156233
75,Polygon,prison," 19.1757377, 47.4717462 ",others,47.4717462,19.1757377
76,Polygon,prison," 19.1772758, 47.4722439 ",others,47.4722439,19.1772758
77,MultiPolygon,kindergarten," 19.3523609, 47.6010085 ",School,47.6010085,19.3523609
78,Polygon,place_of_worship," 19.3978166, 47.5972956 ",Religion,47.5972956,19.3978166
79,Polygon,parking," 18.9463717, 47.5220263 ",Parking,47.5220263,18.9463717
80,Polygon,parking," 18.9436958, 47.5219784 ",Parking,47.5219784,18.9436958
81,Polygon,parking," 18.94125, 47.5214972 ",Parking,47.5214972,18.94125
82,Polygon,parking," 18.9442134, 47.5195476 ",Parking,47.5195476,18.9442134
83,Polygon,school," 19.1044288, 47.5596708 ",School,47.5596708,19.1044288
84,Polygon,parking," 19.0464561, 47.4490277 ",Parking,47.4490277,19.0464561
85,Polygon,marketplace," 19.0729729, 47.492548 ",others,47.492548,19.0729729
86,Polygon,townhall," 19.0287295, 47.5047577 ",Government,47.5047577,19.0287295
87,Polygon,place_of_worship," 19.0760306, 47.4789206 ",Religion,47.4789206,19.0760306
88,Polygon,townhall," 19.1288277, 47.6307736 ",Government,47.6307736,19.1288277
89,MultiPolygon,university," 19.0598223, 47.4722259 ",School,47.4722259,19.0598223
90,Polygon,marketplace," 19.1144008, 47.5206244 ",others,47.5206244,19.1144008
91,Polygon,parking," 19.3479894, 47.5980887 ",Parking,47.5980887,19.3479894
92,Polygon,school," 19.1231025, 47.4726185 ",School,47.4726185,19.1231025
93,Polygon,school," 19.1129668, 47.4679504 ",School,47.4679504,19.1129668
94,Polygon,kindergarten," 19.082388, 47.5413708 ",School,47.5413708,19.082388
95,Polygon,kindergarten," 19.0820578, 47.5412113 ",School,47.5412113,19.0820578
96,MultiPolygon,place_of_worship," 19.3981197, 47.4256583 ",Religion,47.4256583,19.3981197
97,Polygon,fire_station," 18.8840811, 47.3686966 ",others,47.3686966,18.8840811
98,Polygon,townhall," 18.9449967, 47.462082 ",Government,47.462082,18.9449967
99,Polygon,townhall," 19.1019774, 47.4368537 ",Government,47.4368537,19.1019774
100,Polygon,parking," 18.936669, 47.392585 ",Parking,47.392585,18.936669
101,Polygon,place_of_worship," 19.022886, 47.5241419 ",Religion,47.5241419,19.022886
102,Polygon,kindergarten," 18.9054361, 47.3972436 ",School,47.3972436,18.9054361
103,Polygon,school," 18.9046751, 47.3967954 ",School,47.3967954,18.9046751
104,Polygon,parking," 19.3761517, 47.4468574 ",Parking,47.4468574,19.3761517
105,Polygon,parking," 19.0201975, 47.4156125 ",Parking,47.4156125,19.0201975
106,Polygon,parking," 18.8770268, 47.4192432 ",Parking,47.4192432,18.8770268
107,Polygon,school," 18.876591, 47.4191684 ",School,47.4191684,18.876591
108,Polygon,parking," 19.0181648, 47.5032698 ",Parking,47.5032698,19.0181648
109,Polygon,parking," 18.8822295, 47.4130181 ",Parking,47.4130181,18.8822295
110,Polygon,parking," 18.9036504, 47.4095221 ",Parking,47.4095221,18.9036504
111,Polygon,kindergarten," 18.9054143, 47.3822617 ",School,47.3822617,18.9054143
112,Polygon,school," 18.9057587, 47.3823423 ",School,47.3823423,18.9057587
113,Polygon,parking," 18.9054797, 47.382136 ",Parking,47.382136,18.9054797
114,Polygon,school," 19.0291015, 47.4616164 ",School,47.4616164,19.0291015
115,Polygon,school," 19.0103817, 47.50911 ",School,47.50911,19.0103817
116,Polygon,bicycle_parking," 19.0582912, 47.4728896 ",Transportation: Bicycle,47.4728896,19.0582912
117,Polygon,college," 19.0499449, 47.507217 ",School,47.507217,19.0499449
118,Polygon,parking," 18.9289293, 47.3672351 ",Parking,47.3672351,18.9289293
119,Polygon,marketplace," 18.9318742, 47.3679849 ",others,47.3679849,18.9318742
120,Polygon,parking," 18.9285203, 47.3658707 ",Parking,47.3658707,18.9285203
121,Polygon,marketplace," 18.9309427, 47.3653528 ",others,47.3653528,18.9309427
122,Polygon,parking," 19.150495, 47.4366412 ",Parking,47.4366412,19.150495
123,Polygon,hospital," 19.1623652, 47.4797958 ",Healthcare,47.4797958,19.1623652
124,Polygon,parking," 19.1676062, 47.4780348 ",Parking,47.4780348,19.1676062
125,Polygon,market," 19.1668437, 47.4785891 ",others,47.4785891,19.1668437
126,Polygon,fire_station," 19.1330503, 47.462431 ",others,47.462431,19.1330503
127,Polygon,hospital," 19.0021885, 47.5111476 ",Healthcare,47.5111476,19.0021885
128,Polygon,kindergarten," 19.0021885, 47.5111476 ",School,47.5111476,19.0021885
129,Polygon,parking," 19.0375398, 47.5307883 ",Parking,47.5307883,19.0375398
130,Polygon,monastery," 19.0433043, 47.4799473 ",others,47.4799473,19.0433043
131,Polygon,kindergarten," 19.2571201, 47.5392366 ",School,47.5392366,19.2571201
132,Polygon,hospital," 19.2551045, 47.5380857 ",Healthcare,47.5380857,19.2551045
133,Polygon,hospital," 19.0308555, 47.5384338 ",Healthcare,47.5384338,19.0308555
134,Polygon,prison," 19.0376063, 47.5096772 ",others,47.5096772,19.0376063
135,MultiPolygon,school," 19.2758722, 47.4817707 ",School,47.4817707,19.2758722
136,Polygon,kindergarten," 19.0631246, 47.5275314 ",School,47.5275314,19.0631246
137,Polygon,kindergarten," 19.0308272, 47.4689377 ",School,47.4689377,19.0308272
138,MultiPolygon,parking," 19.3507636, 47.5989782 ",Parking,47.5989782,19.3507636
139,Polygon,parking," 18.9215956, 47.3792048 ",Parking,47.3792048,18.9215956
140,Polygon,parking," 18.9215956, 47.3792048 ",Parking,47.3792048,18.9215956
141,Polygon,school," 19.1628387, 47.5222468 ",School,47.5222468,19.1628387
142,Polygon,hospital," 19.0821415, 47.6258818 ",Healthcare,47.6258818,19.0821415
143,Polygon,construction," 19.112352, 47.485487 ",others,47.485487,19.112352
144,Polygon,theatre," 19.3496311, 47.5979961 ",Entertainment,47.5979961,19.3496311
145,Polygon,hospital," 19.0674632, 47.4870758 ",Healthcare,47.4870758,19.0674632
146,Polygon,parking," 19.2339326, 47.5289074 ",Parking,47.5289074,19.2339326
147,Polygon,school," 19.0297303, 47.6420569 ",School,47.6420569,19.0297303
148,Polygon,parking," 19.0154553, 47.4053649 ",Parking,47.4053649,19.0154553
149,Polygon,parking," 19.0406338, 47.426945 ",Parking,47.426945,19.0406338
150,Polygon,parking," 19.0385992, 47.4283107 ",Parking,47.4283107,19.0385992
151,Polygon,parking," 18.9462947, 47.4043566 ",Parking,47.4043566,18.9462947
152,Polygon,parking," 18.9243553, 47.3795262 ",Parking,47.3795262,18.9243553
153,Polygon,parking," 18.892341, 47.4591166 ",Parking,47.4591166,18.892341
154,Polygon,parking," 18.9003524, 47.4575515 ",Parking,47.4575515,18.9003524
155,Polygon,parking," 18.9344972, 47.378544 ",Parking,47.378544,18.9344972
156,Polygon,theatre," 19.0581621, 47.50331 ",Entertainment,47.50331,19.0581621
157,Polygon,parking," 19.046562, 47.5005909 ",Parking,47.5005909,19.046562
158,Polygon,public_building," 19.0486666, 47.5043036 ",others,47.5043036,19.0486666
159,Polygon,bank," 19.0514846, 47.5038507 ",Financial,47.5038507,19.0514846
160,Polygon,doctors," 19.0527413, 47.5020089 ",Healthcare,47.5020089,19.0527413
161,Polygon,community_centre," 19.0488352, 47.500163 ",Entertainment,47.500163,19.0488352
162,Polygon,bank," 19.053959, 47.5051136 ",Financial,47.5051136,19.053959
163,Polygon,theatre," 19.0514213, 47.512935 ",Entertainment,47.512935,19.0514213
164,Polygon,parking," 19.0486407, 47.5113291 ",Parking,47.5113291,19.0486407
165,Polygon,school," 19.0527987, 47.5098234 ",School,47.5098234,19.0527987
166,Polygon,prison," 19.0525581, 47.5090036 ",others,47.5090036,19.0525581
167,Polygon,courthouse," 19.0512198, 47.5091453 ",Government,47.5091453,19.0512198
168,Polygon,public_building," 19.0499325, 47.509415 ",others,47.509415,19.0499325
169,Polygon,public_building," 19.050538, 47.5092408 ",others,47.5092408,19.050538
170,Polygon,public_building," 19.0497356, 47.5080885 ",others,47.5080885,19.0497356
171,Polygon,public_building," 19.0493137, 47.506865 ",others,47.506865,19.0493137
172,Polygon,public_building," 19.049226, 47.5068569 ",others,47.5068569,19.049226
173,Polygon,embassy," 19.0513558, 47.5045398 ",others,47.5045398,19.0513558
174,Polygon,marketplace," 19.0525712, 47.5049907 ",others,47.5049907,19.0525712
175,Polygon,parking," 19.0279296, 47.5455468 ",Parking,47.5455468,19.0279296
176,Polygon,parking," 19.0281652, 47.5475761 ",Parking,47.5475761,19.0281652
177,Polygon,parking," 19.0400616, 47.5422231 ",Parking,47.5422231,19.0400616
178,Polygon,marketplace," 19.0376083, 47.5440873 ",others,47.5440873,19.0376083
179,Polygon,townhall," 19.0547049, 47.4967095 ",Government,47.4967095,19.0547049
180,Polygon,parking," 19.0559715, 47.4965535 ",Parking,47.4965535,19.0559715
181,Polygon,townhall," 19.0559059, 47.4946139 ",Government,47.4946139,19.0559059
182,Polygon,place_of_worship," 19.0525244, 47.4924192 ",Religion,47.4924192,19.0525244
183,Polygon,place_of_worship," 19.0544309, 47.4971511 ",Religion,47.4971511,19.0544309
184,Polygon,marketplace," 19.0579587, 47.4870476 ",others,47.4870476,19.0579587
185,Polygon,place_of_worship," 19.0567747, 47.4931704 ",Religion,47.4931704,19.0567747
186,Polygon,library," 19.0573047, 47.4927233 ",Education,47.4927233,19.0573047
187,Polygon,public_building," 19.0527922, 47.5040342 ",others,47.5040342,19.0527922
188,Polygon,public_building," 19.0528586, 47.5037261 ",others,47.5037261,19.0528586
189,Polygon,public_building," 19.0464215, 47.5034524 ",others,47.5034524,19.0464215
190,Polygon,public_building," 19.0468055, 47.5037952 ",others,47.5037952,19.0468055
191,Polygon,public_building," 19.0475685, 47.5038947 ",others,47.5038947,19.0475685
192,Polygon,public_building," 19.0519074, 47.5019301 ",others,47.5019301,19.0519074
193,Polygon,parking," 18.9175983, 47.5009676 ",Parking,47.5009676,18.9175983
194,Polygon,place_of_worship," 19.0578284, 47.4909121 ",Religion,47.4909121,19.0578284
195,Polygon,parking," 19.0229849, 47.4629584 ",Parking,47.4629584,19.0229849
196,Polygon,parking," 18.9921422, 47.4727296 ",Parking,47.4727296,18.9921422
197,Polygon,parking," 19.0489029, 47.5586847 ",Parking,47.5586847,19.0489029
198,Polygon,public_building," 19.0503797, 47.5079308 ",others,47.5079308,19.0503797
199,Polygon,place_of_worship," 19.0533264, 47.4952921 ",Religion,47.4952921,19.0533264
200,Polygon,university," 19.0572617, 47.4865812 ",School,47.4865812,19.0572617
201,Polygon,university," 19.0569416, 47.4902034 ",School,47.4902034,19.0569416
202,Polygon,school," 19.0570521, 47.4943387 ",School,47.4943387,19.0570521
203,Polygon,place_of_worship," 19.0541453, 47.4903577 ",Religion,47.4903577,19.0541453
204,Polygon,parking," 19.0520846, 47.4906258 ",Parking,47.4906258,19.0520846
205,Polygon,parking," 19.0564406, 47.5107928 ",Parking,47.5107928,19.0564406
206,Polygon,place_of_worship," 19.060286, 47.5167152 ",Religion,47.5167152,19.060286
207,Polygon,place_of_worship," 19.0623679, 47.5021366 ",Religion,47.5021366,19.0623679
208,Polygon,place_of_worship," 19.0826142, 47.5156178 ",Religion,47.5156178,19.0826142
209,Polygon,theatre," 19.0808754, 47.5193123 ",Entertainment,47.5193123,19.0808754
210,Polygon,restaurant," 19.0767228, 47.5174016 ",Sustenance,47.5174016,19.0767228
211,Polygon,restaurant," 19.0761429, 47.5170783 ",Sustenance,47.5170783,19.0761429
212,Polygon,bus_station," 19.1069925, 47.5021643 ",others,47.5021643,19.1069925
213,Polygon,parking," 19.0841854, 47.5010378 ",Parking,47.5010378,19.0841854
214,Polygon,hospital," 19.0781538, 47.5013619 ",Healthcare,47.5013619,19.0781538
215,Polygon,place_of_worship," 19.0759866, 47.5012414 ",Religion,47.5012414,19.0759866
216,Polygon,university," 19.0696078, 47.5134003 ",School,47.5134003,19.0696078
217,Polygon,public_building," 19.0536243, 47.5084788 ",others,47.5084788,19.0536243
218,Polygon,public_building," 19.0524921, 47.5055482 ",others,47.5055482,19.0524921
219,Polygon,public_building," 19.0529492, 47.5055562 ",others,47.5055562,19.0529492
220,Polygon,public_building," 19.0531048, 47.5047105 ",others,47.5047105,19.0531048
221,Polygon,restaurant," 19.0467754, 47.4971284 ",Sustenance,47.4971284,19.0467754
222,Polygon,restaurant," 19.047302, 47.4960484 ",Sustenance,47.4960484,19.047302
223,Polygon,hospital," 19.0733221, 47.517433 ",Healthcare,47.517433,19.0733221
224,Polygon,doctors," 19.0707372, 47.5160719 ",Healthcare,47.5160719,19.0707372
225,Polygon,embassy," 19.0721228, 47.5115715 ",others,47.5115715,19.0721228
226,Polygon,school," 19.0728654, 47.5081608 ",School,47.5081608,19.0728654
227,Polygon,school," 19.0731295, 47.5083614 ",School,47.5083614,19.0731295
228,Polygon,theatre," 19.0725649, 47.5034546 ",Entertainment,47.5034546,19.0725649
229,Polygon,place_of_worship," 19.0758572, 47.50872 ",Religion,47.50872,19.0758572
230,Polygon,school," 19.0763981, 47.5085894 ",School,47.5085894,19.0763981
231,Polygon,parking," 19.1048913, 47.5008819 ",Parking,47.5008819,19.1048913
232,Polygon,public_building," 19.0298106, 47.5047368 ",others,47.5047368,19.0298106
233,Polygon,pharmacy," 18.993784, 47.4736869 ",Healthcare,47.4736869,18.993784
234,Polygon,place_of_worship," 19.1316606, 47.4872424 ",Religion,47.4872424,19.1316606
235,Polygon,fast_food," 19.0320143, 47.4641859 ",Sustenance,47.4641859,19.0320143
236,Polygon,bank," 19.0305816, 47.4643108 ",Financial,47.4643108,19.0305816
237,Polygon,parking," 19.043968, 47.4920166 ",Parking,47.4920166,19.043968
238,Polygon,place_of_worship," 19.0436464, 47.4923312 ",Religion,47.4923312,19.0436464
239,Polygon,cinema," 19.0710255, 47.4863334 ",Entertainment,47.4863334,19.0710255
240,Polygon,parking," 19.0758794, 47.497693 ",Parking,47.497693,19.0758794
241,Polygon,theatre," 19.0764064, 47.4971002 ",Entertainment,47.4971002,19.0764064
242,Polygon,parking," 19.049725, 47.5611018 ",Parking,47.5611018,19.049725
243,Polygon,parking," 19.0503016, 47.5611251 ",Parking,47.5611251,19.0503016
244,Polygon,parking," 19.00422, 47.4671059 ",Parking,47.4671059,19.00422
245,Polygon,swimming_pool," 19.1189273, 47.5408471 ",others,47.5408471,19.1189273
246,Polygon,parking," 18.9538574, 47.5277205 ",Parking,47.5277205,18.9538574
247,Polygon,marketplace," 19.1447482, 47.4592325 ",others,47.4592325,19.1447482
248,Polygon,hospital," 19.1008441, 47.4681746 ",Healthcare,47.4681746,19.1008441
249,Polygon,school," 19.1459978, 47.46045 ",School,47.46045,19.1459978
250,Polygon,school," 19.1460356, 47.4597478 ",School,47.4597478,19.1460356
251,Polygon,school," 19.143792, 47.460769 ",School,47.460769,19.143792
252,Polygon,police," 19.1366368, 47.4563484 ",Police,47.4563484,19.1366368
253,Polygon,prison," 19.1742202, 47.4705241 ",others,47.4705241,19.1742202
254,Polygon,parking," 19.0220974, 47.5628728 ",Parking,47.5628728,19.0220974
255,Polygon,community_centre," 19.0313376, 47.464343 ",Entertainment,47.464343,19.0313376
256,Polygon,parking," 19.0318074, 47.4640302 ",Parking,47.4640302,19.0318074
257,Polygon,public_building," 19.0308889, 47.4649245 ",others,47.4649245,19.0308889
258,Polygon,parking," 19.0301747, 47.4641966 ",Parking,47.4641966,19.0301747
259,Polygon,parking," 19.0290416, 47.4655034 ",Parking,47.4655034,19.0290416
260,Polygon,parking," 18.9666329, 47.5381622 ",Parking,47.5381622,18.9666329
261,Polygon,parking," 19.2636696, 47.4315669 ",Parking,47.4315669,19.2636696
262,Polygon,parking," 18.9553085, 47.5403766 ",Parking,47.5403766,18.9553085
263,Polygon,school," 18.9489392, 47.5655293 ",School,47.5655293,18.9489392
264,Polygon,school," 18.9582307, 47.5602926 ",School,47.5602926,18.9582307
265,Polygon,community_centre," 19.0000873, 47.4680956 ",Entertainment,47.4680956,19.0000873
266,Polygon,school," 19.0011495, 47.4703313 ",School,47.4703313,19.0011495
267,Polygon,kindergarten," 19.0003238, 47.46889 ",School,47.46889,19.0003238
268,Polygon,kindergarten," 19.001083, 47.4685698 ",School,47.4685698,19.001083
269,Polygon,parking," 19.0170162, 47.4676941 ",Parking,47.4676941,19.0170162
270,Polygon,kindergarten," 19.0173868, 47.4717923 ",School,47.4717923,19.0173868
271,Polygon,university," 19.0198225, 47.4709868 ",School,47.4709868,19.0198225
272,Polygon,parking," 19.0059859, 47.4644639 ",Parking,47.4644639,19.0059859
273,Polygon,parking," 19.0208098, 47.4722738 ",Parking,47.4722738,19.0208098
274,Polygon,parking," 19.0206901, 47.4717109 ",Parking,47.4717109,19.0206901
275,Polygon,school," 19.0019669, 47.4706169 ",School,47.4706169,19.0019669
276,Polygon,college," 19.0021004, 47.4705108 ",School,47.4705108,19.0021004
277,Polygon,school," 19.0067199, 47.4691568 ",School,47.4691568,19.0067199
278,Polygon,retirement_home," 18.9473878, 47.5604073 ",others,47.5604073,18.9473878
279,Polygon,kindergarten," 18.9536331, 47.5498993 ",School,47.5498993,18.9536331
280,Polygon,school," 18.9600686, 47.5531638 ",School,47.5531638,18.9600686
281,Polygon,parking," 18.9388534, 47.5470014 ",Parking,47.5470014,18.9388534
282,Polygon,school," 18.933195, 47.5515334 ",School,47.5515334,18.933195
283,Polygon,retirement_home," 18.9447189, 47.5600394 ",others,47.5600394,18.9447189
284,Polygon,school," 18.9538581, 47.5477438 ",School,47.5477438,18.9538581
285,Polygon,hospital," 18.9644624, 47.5467524 ",Healthcare,47.5467524,18.9644624
286,Polygon,parking," 18.9639298, 47.5427622 ",Parking,47.5427622,18.9639298
287,Polygon,university," 19.0207011, 47.4739405 ",School,47.4739405,19.0207011
288,Polygon,kindergarten," 19.0175287, 47.47241 ",School,47.47241,19.0175287
289,Polygon,parking," 19.0406789, 47.4766751 ",Parking,47.4766751,19.0406789
290,Polygon,pub," 19.0398392, 47.4772518 ",Sustenance,47.4772518,19.0398392
291,Polygon,parking," 19.0628389, 47.473956 ",Parking,47.473956,19.0628389
292,Polygon,place_of_worship," 19.0586924, 47.4749856 ",Religion,47.4749856,19.0586924
293,Polygon,marketplace," 19.0469115, 47.4749396 ",others,47.4749396,19.0469115
294,Polygon,school," 19.0472625, 47.4759985 ",School,47.4759985,19.0472625
295,Polygon,clinic," 19.0471693, 47.4751414 ",Healthcare,47.4751414,19.0471693
296,Polygon,school," 19.05491, 47.4761962 ",School,47.4761962,19.05491
297,Polygon,clinic," 19.0304954, 47.4797502 ",Healthcare,47.4797502,19.0304954
298,Polygon,police," 19.028847, 47.4781353 ",Police,47.4781353,19.028847
299,Polygon,kindergarten," 19.0296516, 47.4765457 ",School,47.4765457,19.0296516
300,Polygon,place_of_worship," 19.0226585, 47.4689075 ",Religion,47.4689075,19.0226585
301,Polygon,place_of_worship," 19.0441199, 47.4709499 ",Religion,47.4709499,19.0441199
302,Polygon,parking," 19.045257, 47.4706246 ",Parking,47.4706246,19.045257
303,Polygon,university," 19.0793384, 47.4874588 ",School,47.4874588,19.0793384
304,Polygon,school," 19.0812829, 47.4879453 ",School,47.4879453,19.0812829
305,Polygon,restaurant," 19.0599549, 47.4612696 ",Sustenance,47.4612696,19.0599549
306,Polygon,cafe," 19.0600994, 47.4615801 ",Sustenance,47.4615801,19.0600994
307,Polygon,childcare," 19.0608674, 47.4625588 ",others,47.4625588,19.0608674
308,Polygon,cafe," 19.0619873, 47.4639075 ",Sustenance,47.4639075,19.0619873
309,Polygon,restaurant," 19.0626103, 47.4647258 ",Sustenance,47.4647258,19.0626103
310,Polygon,parking," 19.0616276, 47.4671237 ",Parking,47.4671237,19.0616276
311,Polygon,parking," 19.015327, 47.4608513 ",Parking,47.4608513,19.015327
312,Polygon,kindergarten," 18.9960005, 47.4713438 ",School,47.4713438,18.9960005
313,Polygon,school," 19.034449, 47.4541906 ",School,47.4541906,19.034449
314,Polygon,school," 19.034469, 47.4549713 ",School,47.4549713,19.034469
315,Polygon,school," 19.0334413, 47.4528277 ",School,47.4528277,19.0334413
316,Polygon,school," 19.0350032, 47.4624826 ",School,47.4624826,19.0350032
317,Polygon,kindergarten," 19.0350032, 47.4624826 ",School,47.4624826,19.0350032
318,Polygon,school," 19.0363614, 47.4616977 ",School,47.4616977,19.0363614
319,Polygon,school," 19.0345614, 47.4497093 ",School,47.4497093,19.0345614
320,Polygon,school," 19.0352464, 47.4494762 ",School,47.4494762,19.0352464
321,Polygon,place_of_worship," 19.0352933, 47.4480623 ",Religion,47.4480623,19.0352933
322,Polygon,place_of_worship," 18.9955741, 47.4690604 ",Religion,47.4690604,18.9955741
323,Polygon,parking," 18.9988877, 47.4677234 ",Parking,47.4677234,18.9988877
324,Polygon,parking," 18.9979743, 47.4681197 ",Parking,47.4681197,18.9979743
325,Polygon,parking," 18.9962706, 47.4691346 ",Parking,47.4691346,18.9962706
326,Polygon,parking," 18.9934284, 47.4740005 ",Parking,47.4740005,18.9934284
327,Polygon,school," 19.0033027, 47.4802638 ",School,47.4802638,19.0033027
328,Polygon,kindergarten," 19.0036918, 47.4809966 ",School,47.4809966,19.0036918
329,Polygon,school," 18.9272857, 47.5139706 ",School,47.5139706,18.9272857
330,Polygon,place_of_worship," 18.9286614, 47.5098625 ",Religion,47.5098625,18.9286614
331,Polygon,parking," 19.0694563, 47.4965355 ",Parking,47.4965355,19.0694563
332,Polygon,arts_centre," 19.0704973, 47.4691804 ",Arts,47.4691804,19.0704973
