ID,Apartment,House,For Sale,For Rent,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,District,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District2,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,"Shop: Art, music, hobbies",Shop: Beauty,"Shop: Clothing, shoes, accessories",Shop: Convenience shop,Shop: Department Store,"Shop: Discount store, charity","Shop: Food, beverages",Shop: Health,Shop: Laundry,Shop: Mall,"Shop: Stationery, gifts, books, newspapers",Shop: Supermarket,Shop: Travel Agency,Shop: Others
0,1,0,0,1,-1,-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,852.1217716,5732.995097999999,5734.572861,5734.717628,5732.625624,5733.874027000001,4138.18147,5733.7626869999995,5733.383536,5733.008367,5733.008367,5731.6702780000005,5736.588264,5733.355183,5736.764575,5733.3690560000005,5732.214882,5732.250331,5734.121688,5734.635762,5739.660373,5732.61875,5737.367588,5733.055673,5732.668932,5736.224734,5733.022024,5732.63955,5731.819941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,135000,2,67500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 20 sqm furnished apartment in district 6, in Paulay Ede utca. It is situated in a classical building on the 1th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, galery, 1 bathroom and toilet. Only long term rent!",19.056376999999998,47.50205041,1065,6,47.50205041,19.056376999999998,0.7907234320000001,0.747961256,2.0644346369999997,1.064361179,2.386823606,16.32738302,0.046866522,0.579768317,1.051760311,1.226359739,1.226359739,2.265434869,5.164203379,1.401927474,5.940041542,0.533524165,1.749189405,2.55457084,0.615799795,1.0088381370000001,6.684872181,1.490588454,4.78730381,5.160245681,3.1303848739999998,3.935289858,1.335929127,1.828242065,2.59438714,52,186,263,4,3,9,393,41,4,10,193,52,24,397
2,1,0,0,1,-1,5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,One bedroom apartment is available for rent in Pannónia street next to Vígszinház. Totally equipped and furnished apartment. There is no bed in the bedroom. Common cost is 7500 HUF. ,-1.0,-1.0,-1,-1,-1.0,-1.0,852.1217716,5732.995097999999,5734.572861,5734.717628,5732.625624,5733.874027000001,4138.18147,5733.7626869999995,5733.383536,5733.008367,5733.008367,5731.6702780000005,5736.588264,5733.355183,5736.764575,5733.3690560000005,5732.214882,5732.250331,5734.121688,5734.635762,5739.660373,5732.61875,5737.367588,5733.055673,5732.668932,5736.224734,5733.022024,5732.63955,5731.819941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,1,140000,3,46666.66667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,-1,-2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 36 sqm apartment in district 19. in Kossuth Lajos utca. It is situated in a newly built building on the 4th floor. The windows are facing to the street. It consists of a living room, american kitchen, 1 bathroom and toilet. Only long term rent! ",19.04990877,47.51429499,1137,13,47.51429499,19.04990877,0.23195093600000002,1.97705543,2.924454341,0.626075349,2.380017208,17.38241257,0.135186399,1.888023779,2.4400361669999997,2.665338941,2.665338941,3.650529667,5.6461474339999995,2.75865748,6.465414697000001,1.519883852,3.164385092,3.989100343,1.6352570690000001,1.489747327,5.328964474,2.9343731010000003,4.909105621,4.419090263,4.486098437,2.498895535,2.7658704530000002,3.2667311089999997,3.012876411,19,133,115,6,3,7,215,19,5,2,78,37,6,280
4,1,0,0,1,110000,4,27500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 45 sqm furnished apartment in district 9. in Angyal utca. It is situated in a classical building on the ground. The windows are facing to the courtyard. T It consists of a living room with galery, kitchen, 1 bathroom and toilet. Only long term rent! ",19.17003558,47.44648103,1181,18,47.44648103,19.17003558,0.6046292289999999,10.5552183,8.902721901,11.14923926,12.51982557,6.246403247000001,6.445949799,9.97815761,9.507577239,9.460446206,9.460446206,9.456421345,7.662821537,9.149360824,7.1583971129999995,10.87182769,9.524517993,8.313860099,10.14843063,10.29680973,15.5421383,9.423620267,9.079704184,15.54291297,7.480320272,14.10506337,9.321207474,8.951040073,12.13798534,2,6,3,0,2,2,21,0,0,2,0,24,0,45
5,1,0,0,1,135000,2,67500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 21 sqm furnished studio apartment in district 5. in Mérleg utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen+galery ,1 bathroom and toilet.",19.06896205,47.48534604,1092,9,47.48534604,19.06896205,0.66595387,1.851136331,2.106199776,3.049940429,3.779748052,14.72831325,0.345537881,1.6808253569999998,1.127224344,0.8581558220000001,0.8581558220000001,1.0887110420000001,4.884585684,0.931180747,5.498843608,2.237195849,0.839183692,0.474363662,2.02583809,2.473800266,8.614557721,0.689182153,5.100513313,6.80293602,1.294049832,6.0185458,0.7614429079999999,0.256174955,3.4770780589999997,50,154,176,1,1,20,358,44,3,12,157,53,22,391
6,1,0,0,1,140000,1,140000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Rent a nice room in a shared 5 bedroom apartment in district 6, in Eötvös utca. It is situated in a classical building on the 4th floor. The windows are facing to the street. The apartment is newly renovated. It consists of a hall, kitchen, 5 bedrooms, 1 bathroom and toilet. Utilitiy 12000 HUF including Internet. Only long term rent. Rent fee of Rooms 250 eur- 350 eur for a girl.",19.04868221,47.5010901,1051,5,47.5010901,19.04868221,0.221143473,0.530043355,2.641441601,1.333963848,1.8080420130000001,16.80653375,0.63183268,1.11769741,1.4645126609999999,1.509206439,1.509206439,2.218154356,5.7513445270000005,1.822896736,6.525144985,0.08562554900000001,1.778847857,2.793229387,1.203312549,1.555941564,6.80014105,1.650399839,5.361812397,4.654033265,3.49071418,3.8323945910000004,1.64380335,2.0757576490000003,2.020827293,38,133,207,7,4,6,260,27,5,7,175,53,21,294
7,1,0,0,1,96000,3,32000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 35 sqm furnished apartment in district 7, Rákóczi street. It is situated in a classical building on the 2nd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room, kitchen, gallery, 1 bathroom and toilet. Common cost is 9500HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06027437,47.50937258,1067,6,47.50937258,19.06027437,1.149404879,1.599508599,1.9798879130000002,0.33739299,2.8212136589999997,16.43667401,0.460529951,1.0695205490000002,1.62578889,1.9198410430000001,1.9198410430000001,3.0993262219999997,4.828280057,1.902112236,5.636932517999999,1.260589437,2.565899575,3.196167623,0.742032444,0.547679118,5.887712835,2.252555164,4.242481547,5.252932629,3.595886964,3.373935978,1.992362591,2.499525366,3.2321376230000003,35,152,174,8,3,9,275,18,6,5,111,47,13,354
8,1,0,0,1,135000,3,45000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,-1,-2,5.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 36 sqm furnished studio apartment in district 2. in Keleti Károly utca. It is situated in a classical building on the 5th floor. The windows are facing to the street. It consists of a living room with balcony,kitchen, 1 bathroom and toilet. Common cost is 10350 Ft/month(water included).Only long term rent! ",19.07124107,47.49931292,1074,7,47.49931292,19.07124107,1.15771595,1.573804608,0.974609552,1.724960161,3.5100841839999997,15.19003096,0.941202509,0.58853826,0.584465907,0.9528858029999999,0.9528858029999999,2.288342637,4.121915276,0.631276368,4.868083758,1.6327379819999999,1.755650335,1.9430548719999998,0.680617044,0.9690990690000001,7.107347643,1.339085214,3.95003347,6.316178273999999,2.2143780019999997,4.7628971810000005,0.927587423,1.350277669,3.588366187,53,172,252,6,3,14,425,39,7,12,181,60,25,436
9,1,0,0,1,125000,5,25000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"First letting of this nicely furnished, one bedroom apartment located in residential new development, Toscana Garden. It is fully furnished, first floor apartment. It consists of entrance hall, bright open plan living/dining room, fully equipped kitchen with fridge, oven, microwave, exhaust fan, one double, bright bedroom with bathroom and including washing machine. The Toscana Gardens is located in the 9th District, in Lenhossék Street. The building is close to the Danube, the Hungarian National Theatre and also to a big shopping center Lurdy Ház, where a large cinema and many shops are opened for the visitors. The transport is easy and fast to the center with the tram no. 30, no. 4 and no. 6, and also with the metro. ",19.02772311,47.51344399,1022,2,47.51344399,19.02772311,0.633025291,2.553369199,4.422846022,2.225657644,1.3593876059999999,18.81667651,1.762239423,3.0733358280000003,3.5240434030000003,3.5984880919999997,3.5984880919999997,4.102859811,7.2947823220000005,3.8823358139999997,8.109804493,2.174746883,3.7698137519999997,4.8684237239999995,2.974370598,3.025569307,5.7599414410000005,3.7177692060000003,6.5761930710000005,2.7684011330000002,5.577880154,2.3593672409999997,3.7323485180000002,4.159589118,2.237427178,7,45,33,7,1,2,113,8,0,4,35,23,2,135
10,1,0,0,1,135000,15,9000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 150 squaer meter apartment in district IX., in Angyal utca. It is situated on the 3th floor, the windows are facing to the street. It consist of a living room, 3 bedrooms, kitchen with dinnig area, wardrobe, bathroom, toilet. Common cost is only 32,560Ft/month. The apartment is equipped with a newly installed circo heating system. The price of the furniture is included in to the asking price. ",19.07634462,47.47987719,1096,9,47.47987719,19.07634462,0.091822082,2.671716026,2.458522756,3.808987723,4.564263274,14.0000513,0.709677417,2.437619641,1.877762664,1.6639385780000002,1.6639385780000002,1.5774488530000002,4.794903707,1.599127545,5.314501409,3.060045337,1.562333168,0.35728394399999996,2.755454253,3.155937057,9.302193394,1.506735505,5.238008321000001,7.5946855189999996,0.713468772,6.81058356,1.550291043,1.070431799,4.194241066,25,91,83,1,0,16,273,26,3,6,74,36,9,302
11,1,0,0,1,380000,10,38000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 107 sqm furnished duplex apartment in district 6. in Liszt Ferenc tér. It is situated in a classical building on the 4th floor. The windows are facing the street. It consists of a living room with 9 sqm balcony,american kitchen, 2 bedrooms,hall, 1 bathroom and toilet. Common cost is 37000 Ft/month(heating included).Only long term rent! ",19.06872715,47.48473532,1092,9,47.48473532,19.06872715,0.653690662,1.8846807859999999,2.1732261669999997,3.1100702680000003,3.796893564,14.72111222,0.309725856,1.742655993,1.191095469,0.912678997,0.912678997,1.048469898,4.935185811,1.00066507,5.544007402,2.278030172,0.833671169,0.43244997,2.089944106,2.54066271,8.679596368,0.7196675440000001,5.162587862,6.822907675,1.2923372229999999,6.072377075,0.821152036,0.313426531,3.47837553,44,149,170,1,1,20,358,43,3,12,154,52,21,389
12,1,0,0,1,546000,5,109200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm apartment in district 13. in Kresz Géza utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",19.06160628,47.50543296,1061,6,47.50543296,19.06160628,1.3048879009999999,1.2854706759999999,1.729469,0.760890017,2.81441717,16.14304968,0.43494371299999995,0.620178259,1.177309755,1.4723346419999999,1.4723346419999999,2.6798880069999997,4.736160182,1.462606444,5.528410796,1.0486537,2.139847549,2.7480914110000003,0.315067959,0.472278035,6.332807731,1.811932681,4.281616157,5.435663752000001,3.1737792860000003,3.793535705,1.5430976509999998,2.0501883000000003,3.1048373989999996,44,182,238,5,3,10,401,31,5,8,151,54,19,404
13,1,0,0,1,209000,6,34833.33333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 62 sqm furnished apartment in district 5. in Irányi utca. It is situated in a classical building on the first floor. The windows are facing to the quiet street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is ~20000 Ft/month(water included).Only long term rent! ",19.05607563,47.51697109,1136,13,47.51697109,19.05607563,0.567845158,2.309258405,2.710637695,0.6029689189999999,2.9292385089999997,17.12750881,0.392365733,1.967194242,2.525782935,2.807933476,2.807933476,3.923852229,5.234069106000001,2.803166578,6.057380338,1.8813483430000002,3.4073153589999996,4.096615777,1.642888205,1.332523029,5.0258473960000005,3.123673942,4.4228388789999995,4.874321654,4.484014537,2.511997792,2.8873046789999997,3.395092867,3.5416752060000003,13,138,107,8,2,7,218,18,5,2,79,40,4,283
14,1,0,0,1,350000,7,50000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 72 sqm furnished apartment in district I. in Számadó utca. It is situated in a classical building on the 2th floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 2 bedrooms, 2 bathrooms and toilet. Common cost is 25000 Ft/month.Only long term rent! ",19.05519846,47.4935924,1052,5,47.4935924,19.05519846,0.316627612,0.46931716799999995,2.320356903,2.008726447,2.455946079,16.02653228,0.39324467,0.9455588420000001,0.8482527740000001,0.6751412379999999,0.6751412379999999,1.324269793,5.454181703,1.136058835,6.175709979,0.8884290359999999,0.830072273,1.8471935030000002,1.280160548,1.78989626,7.623357815,0.696035649,5.307063276,5.451120781,2.617546345,4.775639759,0.81640775,1.1514712040000001,2.32374863,55,170,225,4,1,13,351,39,3,12,182,48,28,398
15,1,0,0,1,635000,6,105833.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 60 sqm furnished apartment in district 11. in Gombocz Zoltán utca on Gellert Hill. It is located on the 2nd floor of a recently built building on a quiet street surrounded by trees. The windows are facing the common garden. The apartment is modern and has been maintained very well, it consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. 200 EUR / month includes: garage, storage, common cost and heating payments to the tenant: ELMU, Internet. Only long term rent!",19.03699661,47.48774061,1016,1,47.48774061,19.03699661,0.312451125,1.4192144169999998,3.833198649,3.058169903,1.7809628569999998,17.08087734,1.888043039,2.411466264,2.3500010280000003,2.0892030569999998,2.0892030569999998,1.546576903,6.956721445,2.589051245,7.663241705,1.7173494919999999,1.5778077080000001,2.754561681,2.6870065789999997,3.1548506730000003,8.369792652000001,1.8631980780000001,6.8129393910000005,4.711366691,3.694650331,5.1672893989999995,2.208098866,2.293631166,1.14827358,18,84,110,7,0,5,145,26,2,8,97,44,7,186
16,1,0,0,1,385000,7,55000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Available for rent a 79 sqm renovated apartment from now. It's on the 2nd floor, fully furnished and equipted. The building is in very good condition too. It has 1 livingroom with open kitchen, 1 bedroom, 2bathroom, 1 wardrobe roome, storage. It's perfect for 1 person or a couple too. The apartment is totally renovated. With low utilities. The common cost: 10 000 HUF/month. Very good located. Close to the metro, tram and buses ( bus: 7,107,5,110,112,178,133) . ",19.03166078,47.48669813,1118,11,47.48669813,19.03166078,0.026102322,1.8001302259999998,4.247558604,3.370527925,1.7182728369999998,17.42562683,2.305463186,2.810755849,2.7660766619999997,2.506326201,2.506326201,1.877913645,7.373557702,3.006308003,8.080590639,2.05293131,1.971576539,3.12351046,3.073071345,3.5282266489999996,8.553390702,2.273900221,7.217365468,4.511922928,4.0729085089999995,5.283521898,2.624515347,2.695575728,0.934544895,7,45,29,8,0,1,106,16,2,4,34,37,0,136
17,1,0,0,1,241000,28,8607.142856999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,4,-1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,.,19.05347074,47.49443574,1052,5,47.49443574,19.05347074,0.238014993,0.311616228,2.4094436740000003,1.9299281330000002,2.3017447,16.18229137,0.491888792,0.973375987,0.9611969109999999,0.8245132390000001,0.8245132390000001,1.426195079,5.551724094,1.268682262,6.2815066779999995,0.7476099629999999,0.958239382,2.0054873669999997,1.280927237,1.780249086,7.528984687,0.85437639,5.368533629,5.292489386000001,2.776878838,4.645485459,0.966701017,1.3115968390000001,2.196569025,51,164,220,5,1,12,343,39,3,11,179,48,25,380
18,1,0,0,1,610000,7,87142.85714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 70 sqm furnished apartment in district 2. in Nagybányai út. It is situated in a classical building on the first floor. The windows are facing the panoramic view. The apartment is newly renovated. It consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",18.958515,47.56749773,1028,2,47.56749773,18.958515,2.829292006,10.496966800000001,11.93913907,9.671497139,8.868223685,26.31247544,5.078168376,10.88206151,11.39264216,11.51649326,11.51649326,12.00449946,14.10188596,11.74105769,14.90204002,10.10152064,11.70854039,12.80864928,10.68192969,10.52664384,7.178844785,11.6597051,12.91045786,6.160558869,13.47088863,6.79409004,11.64453432,12.09304625,9.599562182,0,2,1,0,1,0,9,1,0,0,1,0,0,14
19,1,0,0,1,385000,80,4812.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,6,-1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Unfurnished, detached house is available either for rent at Istenhegy. It consists of 6 bedrooms, 2 living rooms, 3 bathrooms, 6 restrooms and 2 kitchen. A guest apartment, 3 terraces, an indoor swimming pool, sauna, jacuzzi, 4 garages and a private garden also belong to the property.",18.99231891,47.53099319,1025,2,47.53099319,18.99231891,2.229246516,5.823881747000001,7.620435441000001,5.32990524,4.088008362,22.07073427,3.7731893810000003,6.358595096,6.821349331,6.890961782000001,6.890961782000001,7.2526609010000005,10.24817422,7.179261522999999,11.07231882,5.468265692,6.9926977820000005,8.137183683,6.2254589220000005,6.187638828,5.773913987999999,6.987212228,9.296958446,1.595107221,8.873332599,3.1788986639999997,7.026406591000001,7.440599589,4.81439626,1,10,0,2,0,0,14,1,0,2,4,12,0,26
20,1,0,0,1,2568000,10,256800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 104 sqm unfurnished apartment in district 12. in Galgóczy utca. It is situated in a classical building on the 3th floor. The windows are facing to the panoramic view. The apartment is newly renovated. It consists of a living room, american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is 52000 Ft/month(heating and water included ).Only long term rent! Garage included in the price. ",18.99348582,47.50037256,1125,12,47.50037256,18.99348582,3.237122727,4.319668528,6.788599973999999,4.94842438,2.341467307,20.62899259,4.63808646,5.2577355589999994,5.491527639,5.371413125,5.371413125,5.103507845,9.88160301,5.820121026,10.66571867,4.215025567,5.083997467,6.290966662000001,5.334266526,5.58346622,8.229822287000001,5.275478303,9.353615337,1.820402419,7.205612007,4.854861713,5.511382047000001,5.745189991,2.437167481,0,6,1,0,0,0,12,1,0,0,2,6,0,17
21,1,0,0,1,550000,31,17741.93548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,-1,4,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer a 310 sqm furnished 3 levels house in district 2. in Sólyomvölgyi utca. It is situated in a newly building. The windows are facing the garden. It consists of a living room with american kitchen, 4 bedrooms,balcony, 3 bathrooms and toilet. Garage, gym, pool included. Only long term rent! ",18.98248876,47.50773647,1125,12,47.50773647,18.98248876,3.984254211,5.2737175,7.645760139,5.6302987710000005,3.2420541419999998,21.68542364,5.203721109,6.143790865,6.4383356460000005,6.357850117000001,6.357850117000001,6.204894465,10.66908467,6.780775713,11.47090157,5.102288335,6.1436964110000005,7.356458187,6.169773011,6.351683089,8.081760797000001,6.300312585,10.02371673,1.188178524,8.249267639,4.882500164,6.499800842000001,6.775096091,3.517381991,1,4,0,1,0,0,7,0,0,2,3,10,1,27
22,1,0,0,1,1348000,11,122545.4545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,3,2.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer an apartment in district 12, Kútvölgyi út. It is situated on the ground floor. It consist of 3 bedroom, living room with open plan kitchen, 2 bathroom, storage and balcony with panoramic view to Buda Hills. The apartment is equipped, unfurnished, but upon request furnished. It comes with garage.",18.94578057,47.56858593,1029,2,47.56858593,18.94578057,3.6463299310000004,11.23644017,12.77644886,10.49457219,9.531023706000001,27.1836403,5.962661859,11.67170801,12.17048464,12.27684921,12.27684921,12.69940393,15.00706744,12.52265295,15.8113066,10.85547153,12.42859288,13.55270864,11.4870031,11.35463242,8.141065186,12.40162587,13.83271706,6.7033192239999995,14.24478908,7.672606997000001,12.407808300000001,12.844218,10.22310878,0,2,1,1,1,0,8,1,0,0,0,1,0,13
23,1,0,0,1,610000,10,61000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 100 sqm luxury apartment in Mészáros street (district 1.). The property situated on the mezzanine floor in a classical building. The flat consists of living room with open plan kitchen, 2 bedrooms with bathrooms. Enjoy the Buda feeling in the luxury apartment. ",18.99697269,47.51300509,1125,12,47.51300509,18.99697269,2.750781827,4.432601623,6.651319324,4.528427875,2.444794425,20.89515843,3.995048895,5.200147942,5.559827637000001,5.5351956179999995,5.5351956179999995,5.610543132,9.595796643,5.91421008,10.4074731,4.185271308,5.452319631,6.654131079,5.17560168,5.298241333,6.935199233,5.539930224,8.881231365,0.596504579,7.491534913,3.6660732410000003,5.677264862,6.014156728,2.98811753,2,11,1,1,0,0,24,1,0,2,4,16,1,36
24,1,0,0,1,514000,10,51400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,0.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 100 sqm restaurant in district 3. in Bécsi út. The windows are facing to the street. The reastaurant is newly renovated. Only long term rent! ,19.02941442,47.49784449,1013,1,47.49784449,19.02941442,0.601941038,1.606067031,4.107808021,2.589852789,0.534916804,18.0004264,2.12290857,2.56980985,2.777851721,2.6689837240000003,2.6689837240000003,2.660376377,7.23635926,3.1079494860000003,8.002691607000001,1.547230462,2.492264,3.700031436,2.694581405,3.026481504,7.381810036,2.612212034,6.8421939929999995,3.554269062,4.5663071980000005,4.057400278,2.810386346,3.088050225,0.622319504,11,56,41,7,1,4,120,12,2,8,46,43,3,172
25,1,0,0,1,320000,5,64000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 56 sqm furnished apartment in district 6. in Szinyei Merse utca. It is situated in a newly built building on the 3rd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 1 bedroom, 1 bathroom and toilet. Common cost is 30000Ft/month(heating included).Only long term rent! ",19.03636857,47.53094982,1034,3,47.53094982,19.03636857,0.772033885,3.976583974,4.8484911760000005,2.661100867,3.402226647,19.20045089,0.596893365,3.998388095,4.552400793,4.7727773330000005,4.7727773330000005,5.66382339,7.089334626,4.866763011000001,7.907561608,3.514882801,5.215844693999999,6.099276225,3.724794245,3.475023259,3.709029583,5.023692233,6.04006745,3.7469205260000003,6.585822897000001,0.38824869799999995,4.876592057,5.374775505,4.266777641,3,25,15,3,0,0,67,7,2,5,18,5,1,93
26,1,0,0,1,260000,6,43333.33333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 68 sqm furnished, apartment in district 7, Erzsébet boulevard. It is situated in a classical building on the 1st floor. The windows are facing to the courtyard. It consists of a living room, 2 galleries kitchen, 1 bathroom and toilet. Common cost is 16 000 HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06528096,47.51343705,1063,6,47.51343705,19.06528096,1.3512527269999999,2.176309726,1.9327239440000001,0.637913545,3.3346623460000004,16.33240518,0.947238687,1.5002905030000002,2.0168152790000002,2.353601252,2.353601252,3.6059374639999997,4.488803045,2.230337221,5.309001637,1.848507731,3.062308137,3.553751223,1.129512676,0.667334316,5.4834447079999995,2.715236925,3.77861178,5.57728674,3.824141252,3.270545241,2.401630763,2.8963977,3.7981124060000004,25,144,124,8,3,8,254,17,5,2,89,40,5,340
