ID,Apartment,House,Price,Size(sqm),Price/sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
0,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
1,1,0,135000,2,67500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 20 sqm furnished apartment in district 6, in Paulay Ede utca. It is situated in a classical building on the 1th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, galery, 1 bathroom and toilet. Only long term rent!",19.056376999999998,47.50205041,1065,6,47.50205041,19.056376999999998,1.4445536269956556,0.7479612556481975,2.0644346365601822,1.0643611792040673,2.386823606070348,16.327383024087837
2,1,0,-1,5,-0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,One bedroom apartment is available for rent in Pannónia street next to Vígszinház. Totally equipped and furnished apartment. There is no bed in the bedroom. Common cost is 7500 HUF. ,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
3,1,0,140000,3,46666.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 36 sqm apartment in district 19. in Kossuth Lajos utca. It is situated in a newly built building on the 4th floor. The windows are facing to the street. It consists of a living room, american kitchen, 1 bathroom and toilet. Only long term rent! ",19.04990877,47.51429499,1137,13,47.51429499,19.04990877,0.5026523612787366,1.9770554295720497,2.9244543408428583,0.6260753486383491,2.380017208098291,17.38241256583674
4,1,0,110000,4,27500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 45 sqm furnished apartment in district 9. in Angyal utca. It is situated in a classical building on the ground. The windows are facing to the courtyard. T It consists of a living room with galery, kitchen, 1 bathroom and toilet. Only long term rent! ",19.17003558,47.44648103,1181,18,47.44648103,19.17003558,11.641135747831212,10.55521829929244,8.902721901266963,11.14923925717318,12.519825567802465,6.246403246815473
5,1,0,135000,2,67500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 21 sqm furnished studio apartment in district 5. in Mérleg utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen+galery ,1 bathroom and toilet.",19.06896205,47.48534604,1092,9,47.48534604,19.06896205,2.99391811918275,1.8511363308718791,2.1061997764805525,3.049940429264953,3.779748052065497,14.72831324924929
6,1,0,140000,1,140000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Rent a nice room in a shared 5 bedroom apartment in district 6, in Eötvös utca. It is situated in a classical building on the 4th floor. The windows are facing to the street. The apartment is newly renovated. It consists of a hall, kitchen, 5 bedrooms, 1 bathroom and toilet. Utilitiy 12000 HUF including Internet. Only long term rent. Rent fee of Rooms 250 eur- 350 eur for a girl.",19.04868221,47.5010901,1051,5,47.5010901,19.04868221,0.9431971603847896,0.5300433553293812,2.6414416008961457,1.3339638480200664,1.8080420133050252,16.806533750189683
7,1,0,96000,3,32000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 35 sqm furnished apartment in district 7, Rákóczi street. It is situated in a classical building on the 2nd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room, kitchen, gallery, 1 bathroom and toilet. Common cost is 9500HUF/month. Utilities depend on the used amount. Only long term rent. ",19.06027437,47.50937258,1067,6,47.50937258,19.06027437,1.4257704586329965,1.5995085987141968,1.9798879126814641,0.3373929897977539,2.8212136589208185,16.436674009621733
8,1,0,135000,3,45000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,5.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 36 sqm furnished studio apartment in district 2. in Keleti Károly utca. It is situated in a classical building on the 5th floor. The windows are facing to the street. It consists of a living room with balcony,kitchen, 1 bathroom and toilet. Common cost is 10350 Ft/month(water included).Only long term rent! ",19.07124107,47.49931292,1074,7,47.49931292,19.07124107,2.5963379304058467,1.5738046081765575,0.9746095523334737,1.7249601609655782,3.5100841842312955,15.190030963103085
9,1,0,125000,5,25000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"First letting of this nicely furnished, one bedroom apartment located in residential new development, Toscana Garden. It is fully furnished, first floor apartment. It consists of entrance hall, bright open plan living/dining room, fully equipped kitchen with fridge, oven, microwave, exhaust fan, one double, bright bedroom with bathroom and including washing machine. The Toscana Gardens is located in the 9th District, in Lenhossék Street. The building is close to the Danube, the Hungarian National Theatre and also to a big shopping center Lurdy Ház, where a large cinema and many shops are opened for the visitors. The transport is easy and fast to the center with the tram no. 30, no. 4 and no. 6, and also with the metro. ",19.02772311,47.51344399,1022,2,47.51344399,19.02772311,1.018633790112429,2.5533691987607208,4.422846022365855,2.225657643948512,1.3593876061583776,18.816676509122903
10,1,0,135000,15,9000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 150 squaer meter apartment in district IX., in Angyal utca. It is situated on the 3th floor, the windows are facing to the street. It consist of a living room, 3 bedrooms, kitchen with dinnig area, wardrobe, bathroom, toilet. Common cost is only 32,560Ft/month. The apartment is equipped with a newly installed circo heating system. The price of the furniture is included in to the asking price. ",19.07634462,47.47987719,1096,9,47.47987719,19.07634462,3.7302744383553215,2.6717160260129478,2.458522756454591,3.8089877225118385,4.56426327404889,14.000051298460141
11,1,0,380000,10,38000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 107 sqm furnished duplex apartment in district 6. in Liszt Ferenc tér. It is situated in a classical building on the 4th floor. The windows are facing the street. It consists of a living room with 9 sqm balcony,american kitchen, 2 bedrooms,hall, 1 bathroom and toilet. Common cost is 37000 Ft/month(heating included).Only long term rent! ",19.06872715,47.48473532,1092,9,47.48473532,19.06872715,3.001810352268721,1.8846807861440875,2.1732261673329147,3.110070268181661,3.796893563570563,14.72111222467636
12,1,0,546000,5,109200.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 59 sqm apartment in district 13. in Kresz Géza utca. It is situated in a classical building on the 2th floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",19.06160628,47.50543296,1061,6,47.50543296,19.06160628,1.6763509922092028,1.2854706756249477,1.7294690001005328,0.7608900174958755,2.814417169756774,16.143049679596494
13,1,0,209000,6,34833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer a 62 sqm furnished apartment in district 5. in Irányi utca. It is situated in a classical building on the first floor. The windows are facing to the quiet street. The apartment is newly renovated. It consists of a living room with american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is ~20000 Ft/month(water included).Only long term rent! ",19.05607563,47.51697109,1136,13,47.51697109,19.05607563,0.8282620629271437,2.3092584051648983,2.710637694526842,0.6029689185271228,2.9292385091879765,17.12750880837685
14,1,0,350000,7,50000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 72 sqm furnished apartment in district I. in Számadó utca. It is situated in a classical building on the 2th floor. The windows are facing the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 2 bedrooms, 2 bathrooms and toilet. Common cost is 25000 Ft/month.Only long term rent! ",19.05519846,47.4935924,1052,5,47.4935924,19.05519846,1.6992624066919533,0.4693171676167828,2.3203569028236704,2.008726447198131,2.4559460793080934,16.026532277756022
15,1,0,635000,6,105833.3333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 60 sqm furnished apartment in district 11. in Gombocz Zoltán utca on Gellert Hill. It is located on the 2nd floor of a recently built building on a quiet street surrounded by trees. The windows are facing the common garden. The apartment is modern and has been maintained very well, it consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. 200 EUR / month includes: garage, storage, common cost and heating payments to the tenant: ELMU, Internet. Only long term rent!",19.03699661,47.48774061,1016,1,47.48774061,19.03699661,0.6557338354780139,1.419214417208803,3.833198649235502,3.058169903122435,1.7809628569787768,17.080877335450964
16,1,0,385000,7,55000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Available for rent a 79 sqm renovated apartment from now. It's on the 2nd floor, fully furnished and equipted. The building is in very good condition too. It has 1 livingroom with open kitchen, 1 bedroom, 2bathroom, 1 wardrobe roome, storage. It's perfect for 1 person or a couple too. The apartment is totally renovated. With low utilities. The common cost: 10 000 HUF/month. Very good located. Close to the metro, tram and buses ( bus: 7,107,5,110,112,178,133) . ",19.03166078,47.48669813,1118,11,47.48669813,19.03166078,0.322977095221014,1.800130226491192,4.247558604176602,3.370527925340776,1.718272837153715,17.425626827013645
17,1,0,241000,28,8607.142856999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,.,19.05347074,47.49443574,1052,5,47.49443574,19.05347074,1.5444303305926148,0.3116162284598617,2.4094436736875835,1.9299281328393987,2.301744699504981,16.182291369258817
18,1,0,610000,7,87142.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 70 sqm furnished apartment in district 2. in Nagybányai út. It is situated in a classical building on the first floor. The windows are facing the panoramic view. The apartment is newly renovated. It consists of a living room with american kitchen, balcony, 2 bedrooms, 1 bathroom and toilet. Only long term rent! ",18.958515,47.56749773,1028,2,47.56749773,18.958515,8.014953955180205,10.496966800757779,11.939139068151501,9.6714971389291,8.868223685406392,26.31247543850638
19,1,0,385000,80,4812.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"Unfurnished, detached house is available either for rent at Istenhegy. It consists of 6 bedrooms, 2 living rooms, 3 bathrooms, 6 restrooms and 2 kitchen. A guest apartment, 3 terraces, an indoor swimming pool, sauna, jacuzzi, 4 garages and a private garden also belong to the property.",18.99231891,47.53099319,1025,2,47.53099319,18.99231891,4.197424907676807,5.823881746970776,7.620435441428787,5.329905239918794,4.088008361633017,22.070734267790236
20,1,0,2568000,10,256800.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer a 104 sqm unfurnished apartment in district 12. in Galgóczy utca. It is situated in a classical building on the 3th floor. The windows are facing to the panoramic view. The apartment is newly renovated. It consists of a living room, american kitchen, 2 bedrooms, 1 bathroom and toilet. Common cost is 52000 Ft/month(heating and water included ).Only long term rent! Garage included in the price. ",18.99348582,47.50037256,1125,12,47.50037256,18.99348582,2.898080513993867,4.319668528297384,6.788599973840269,4.9484243802672365,2.341467307415414,20.628992590955946
21,1,0,550000,31,17741.93548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer a 310 sqm furnished 3 levels house in district 2. in Sólyomvölgyi utca. It is situated in a newly building. The windows are facing the garden. It consists of a living room with american kitchen, 4 bedrooms,balcony, 3 bathrooms and toilet. Garage, gym, pool included. Only long term rent! ",18.98248876,47.50773647,1125,12,47.50773647,18.98248876,3.9614658269649277,5.273717500436966,7.64576013870689,5.630298771023681,3.24205414248448,21.685423638096122
22,1,0,1348000,11,122545.4545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer an apartment in district 12, Kútvölgyi út. It is situated on the ground floor. It consist of 3 bedroom, living room with open plan kitchen, 2 bathroom, storage and balcony with panoramic view to Buda Hills. The apartment is equipped, unfurnished, but upon request furnished. It comes with garage.",18.94578057,47.56858593,1029,2,47.56858593,18.94578057,8.949372654585181,11.23644016540685,12.776448860493774,10.49457218560436,9.531023705868465,27.18364030053575
23,1,0,610000,10,61000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for rent a 100 sqm luxury apartment in Mészáros street (district 1.). The property situated on the mezzanine floor in a classical building. The flat consists of living room with open plan kitchen, 2 bedrooms with bathrooms. Enjoy the Buda feeling in the luxury apartment. ",18.99697269,47.51300509,1125,12,47.51300509,18.99697269,3.156107104386152,4.432601623164866,6.651319323679042,4.528427875011003,2.444794425267153,20.895158428203313
24,1,0,514000,10,51400.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,We offer a 100 sqm restaurant in district 3. in Bécsi út. The windows are facing to the street. The reastaurant is newly renovated. Only long term rent! ,19.02941442,47.49784449,1013,1,47.49784449,19.02941442,0.2786506985557302,1.6060670309538587,4.107808021359895,2.5898527885505747,0.5349168042377221,18.000426402227585
25,1,0,320000,5,64000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer a 56 sqm furnished apartment in district 6. in Szinyei Merse utca. It is situated in a newly built building on the 3rd floor. The windows are facing to the courtyard. The apartment is newly renovated. It consists of a living room with american kitchen,balcony, 1 bedroom, 1 bathroom and toilet. Common cost is 30000Ft/month(heating included).Only long term rent! ",19.03636857,47.53094982,1034,3,47.53094982,19.03636857,1.1102150399400321,3.97658397374427,4.8484911757679265,2.661100866628562,3.4022266465226485,19.200450890476404
