ID,Apartment,House,Price,Size(sqm),Price/sqm,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture optional,Elevator optional,Air conditioner optional,Details,Longitude,Latitude,Postcode,District,Lats,Lons,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport
132,1,0,47500000,4,11875000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 46 sqm apartment in district 7, Munkás utca next to Keleti railway station. It is situated in a classical style building on the 1st floor. The flat consists of 1 bedroom, a living room, a kitchen, and a bathroom with a toilet. Windows are facing to the street and the inner courtyard. Common charges: 16000 HUF /month including unlimited water consumption. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The outer part of the 7th district has a lot of unique features, and it is a continuously developing area. Classic-style villas and newly-built houses are also can be found here. Any places here are easily reachable by public transport. There are universities nearby, and the apartments here are easy to rent out or sell. The district has several green areas with trees and parks. Metro line no. 2 and 4, bus line no. 7, tram line no. 4 and 6 and trolley-bus lines run here. ",19.07521598,47.50145907,1074,7,47.50145907,19.07521598,2.7894746609416488,1.921559905103945,0.648022417303037,1.7599765675955628,3.8009338656519045,15.032183676181166
133,1,0,55000000,2,27500000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,5.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 29 sqm apartment in Bajcsy - Zsilinszky utca with a panoramic view to Bazilika in Bajcsy - Zsilinszky utca. The apartment is on the 5th floor in a beautiful building which has got an elevator. The property consists of a room, a kicthen, a bathroom and a balcony. Because of the location public transport is good so it could be a great opportunity for investment.",19.05383046,47.50347336,1054,5,47.50347336,19.05383046,1.2092037175436379,0.8077664506336341,2.2661973889689184,0.9396008996963894,2.2064800728560123,16.568296136177405
134,1,0,42500000,7,6071428.571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 70 sqm apartment in Boráros tér. The street facing property is situated on the 2nd floor in a classical style building which has got an elevator. The flat consists of a bedroom, a living room, a kitchen, and a bathroom. In the neighborhood there are entertainments so it could be a great opportunity for investment or ideal home as well.",19.06636948,47.482034399999996,1093,9,47.482034399999996,19.06636948,2.944162952339564,1.9952871859953745,2.521876250109039,3.358994809429229,3.804924267607972,14.78692147791278
135,1,0,189000000,14,13500000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 143 sqm apartment in district 6., Ó utca. This is situated in a fully renovated, beautiful, classical building on the first floor, the windows are facing to the street, to Northwest. It consists of spacious living room, 3 bedrooms, 2 bedrooms, separated kitchen, dining area and a entrance hall. The apartment is equipped with gas circo.",19.05412191,47.50397802,1054,5,47.50397802,19.05412191,1.2095148799307345,0.8678360884098335,2.250867403545897,0.8796659357706137,2.234747325957828,16.57304962162658
136,1,0,42608240,5,8521648.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.0774111,47.48422737,1082,8,47.48422737,19.0774111,3.631431928872351,2.428223531208541,1.969582192567702,3.4008249103072927,4.402177088394284,14.090653227938395
137,1,0,69000000,11,6272727.272999999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 112 sqm (in the reality 118 sqm) apartment in district 8, Bezerédi utca. It is situated in a classical style building on the 3rd floor. The flat consists of 3 bedrooms, a living room, a kitchen with dining area, a pantry, a bathroom, a toilet and a balcony. The apartment is very sunny. It has got air conditioner. Windows are facing to the street. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location and nice/exclusive layout and design. It could be a profitable investment or an ideal home as well. High rental potential. The Palotanegyed (Palace District) is one of the most popular investment areas of the capital, due to its classic-style, unique buildings and monuments. The Hungarian National Museum with the famous Museum Garden and the Szabó Ervin Metropolitan Library are also here – the latter is visited by numerous foreign students day by day. Several universities are located here, like Semmelweis University, Pázmány Péter Catholic University, the Faculty of Arts of Eötvös Loránd University, the University of Theatre and Film Arts and the Budapest University of Jewish Studies. Thanks to Corvin Plaza at Üllői út and the Corvin Shopping Mall at Rákóczi út the district provides great shopping opportunities as well.",19.07416419,47.49855669,1074,7,47.49855669,19.07416419,2.831565624645611,1.7769864259712709,0.7927446662911405,1.9294446085987047,3.7354242541116007,14.955932721617167
138,1,0,55900000,7,7985714.286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale 75sqm mediterranean styled apartment with garden view in the 3rd district at Hunor utca. The property is located on the ground floor of the 4 storey condominium. The apartment has 2 bedroom, a livingroom, a kitchen, a chamber wardrobe and and separate bathroom and restroom. The property has a balcony which is 11,4sqm. The heating is circulation heating. It is a great opportunity for home and investment.",19.02976948,47.55148036,1037,3,47.55148036,19.02976948,2.390343904984143,6.309896443032259,6.891665848784728,4.889871556487861,5.582099024919825,20.904042183803675
139,1,0,50500000,3,16833333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 32 sqm apartment in Asbóth utca. The street facing property is situated on the 1st floor in a classical style building which has got an elevator. The flat consists of one room, open plan kitchen, bathroom.",19.0547671,47.49941909,1051,5,47.49941909,19.0547671,1.4365987760597496,0.443758356994953,2.195221006760905,1.3676023046074262,2.2755349409175447,16.313488116361
140,1,0,139000000,12,11583333.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer for sale a 106 sqm apartment with 33 sqm roof terrace, in district 6., Hajós utca, few steps from the Andrássy út and the National Opera House. This is situated in a good condition classical building on the fifth floor, the windows are facing to the street. It consists of living room with dining area, 2 bedrooms, bathroom, entrance hall and a magnificent roof terrace with 360° panoramic view to the city.",19.05640144,47.50504469,1065,6,47.50504469,19.05640144,1.3268292963326607,1.0397754103766454,2.100753174008938,0.732135812364525,2.4216480549138693,16.471966789512155
141,1,0,210000000,14,15000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"The apartment is located in the 5th District of Budapest. The apartment is situated on the 2rd floor of a beautiful classical building with elevator. The apartment consists of a bright, centrally located living room , a large, fully-equipped kitchen, livingroom, 3 bedroom, 3 bathroom. The design furnitures is included in the price Despite its central location the apartment is very quiet.",19.05062567,47.49525996,1052,5,47.49525996,19.05062567,1.3119927370024216,0.14056375117673608,2.5870488453771685,1.8840162703760157,2.069669327938762,16.41484169759951
142,1,0,88900000,15,5926666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale an 150 sqm luxury house with 909 sqm lot in Bóbitás road close to Cinkota and Árpádföld. The property consists of 2 bedrooms, a bathroom, a separate toilet, a wardrobe, a living room with dining area, a kitchen and a garage with 2 car place. There is a big garden with a patio. Great oppertunity for investment or a home as well.",19.20788004,47.52778907,1164,16,47.52778907,19.20788004,11.031536985319883,12.306057004364478,9.766677118160557,11.455005386045686,14.07254212088109,10.463010811424901
143,1,0,34500000,2,17250000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 23 sqm apartment in district 6, Zichy Jenő utca. It is situated in a classical style building on the ground floor. The building needs renovation/has got an elevator. The flat consists of a bedroom, a kitchen, and a bathroom with a toilet. The apartment is furnished to high standard. Windows are facing to the inner courtyard. Heating: gas convector/central heating. Common charges: 9600 HUF /month Great opportunity for investment due to its perfect location and nice layout and design. It could be a profitable investment or an ideal home as well. High rental potential. The inner part of the district is a popular part of the city center with its coffee houses, restaurants and historical buildings. Andrássy út, which is a UNESCO World Heritage Site, is easy to reach from here. There are several entertainment opportunities nearby, like the stunning Opera House and some theatres. The metro line no. 1, no. 2, no. 3, the tram line no. 4 and 6, the bus line no. 105 and the railway (Nyugati railway station) are within a few minutes walk. ",19.058020199999998,47.50756888,1065,6,47.50756888,19.058020199999998,1.3396566020118235,1.345628826366508,2.057382296486381,0.4526837860845857,2.601109188029514,16.491625822780115
144,1,0,129000000,13,9923076.923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a duplex, 131 sqm apartment in Szervita tér. The courtyard facing property is situated on the 4th floor in a nice classical style building which has got an elevator. The flat consists of 4 bedrooms, a livingroom, 2 bathrooms, a kitchen, pantry. Could be a great investment.",19.05090957,47.49702037,1051,5,47.49702037,19.05090957,1.2617028117692553,0.057441126820570176,2.5214478982271955,1.6898448210071115,2.0342622296232213,16.471112459052353
145,1,0,92900000,14,6635714.286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"The 144 sqm flat is situated in the lively neighbourhood of the 7th district of Budapest. The house is in very good conditions and it has an elevator.The courtyard is also renovated. The flat is on the second floor and facing to Dob utca,so it is more quiet. At the moment it is one flat, but it has two entrances, so it can be easily separated into two flats : a 44 sqm one and to a 100 sqm one. The flat is ideal for short term rentals and also for long term rentals. It is perfect for offices and for a downtown home too.",19.06573845,47.50319881,1073,7,47.50319881,19.06573845,2.055298495747536,1.3515922519737658,1.3745659822866267,1.1322312888896808,3.095392660974494,15.753429360639773
146,1,0,65000000,8,8125000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"Recently renovated apartment on the upper ground floor, divided into two apartments. The big apartment (73sqm) is facing the street and the small apartment (15sqm plus gallery) facing the yard. The ceiling height is 4.2m. The big apartment consist 3 bedrooms, a living room and two bathrooms (one of the bathrooms include a bathtub and a toilet, a separate toilet room and a bathroom with a shower), the second apartment is a spacious studio apartment with a big gallery of about 7.5 Sqm. Both apartments are fully air conditioned. The apartments are perfect for whoever seeks to reside in a quiet street in the city center or for renting to students as well as for tourist for short term lease (Airbnb). One minute walk from Rákóczi tér, the metro line M4 and the tram line 4-6.",19.07058123,47.49516681,1085,8,47.49516681,19.07058123,2.7155430107019347,1.5010090900252457,1.2135354469608555,2.0848349139577333,3.5218463475540456,15.036364244197658
147,1,0,41500000,6,6916666.667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 69 sqm unrenovated apartment in Baross utca. The property is situated on the 3rd floor in a good condition building which has an elevator. It consists of a bedroom, living room, kitchen and bathroom. It could be great opportunity for investment.",19.07587727,47.49116752,1084,8,47.49116752,19.07587727,3.2467299576234185,1.982901148100778,1.2854503745913746,2.669501814379508,4.015550920339623,14.49115799592587
148,1,0,94900000,8,11862500.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 80 sqm unrenovated property in Aranykéz utca close to Váci utca. The property is situated on 3rd floor. It consists of 2 bedroom, living room, kitchen and bathroom. Because of the excellent location it could be great opportunity for investment.",19.04946932,47.49668695,1051,5,47.49668695,19.04946932,1.1739796809564034,0.09445867066264269,2.634820502858983,1.7583131921685746,1.9390813487655854,16.55620100368937
149,1,0,65945400,8,8243175.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale newbuilt apartments between 38 and 120 sqm close to Klinikák metro station in district 9. The apartments will be built in high quality, most of them has 1 bedroom, but there are 2-3-4 and studio apartments available too. The Public transport possibilities are great due to the nearness of the Blue metroline. Universities within 15 minutes walking distance. Heating will be provided by geothermal air pump heating. Wall clolours and indoor coverings can still be selected. Handover at the end of 2018. For technical description and viewing please call us!",19.0775548,47.48420789,1082,8,47.48420789,19.0775548,3.642293066083919,2.4383701417612516,1.9690642561490685,3.4075873242254713,4.4128461289339125,14.079797231488069
150,1,0,57900000,5,11580000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 52 sqm good condition apartment in Balassi Bálint utca close to Jászai Mari tér. The street facing property is situated on the mezzanine. It consists of a room, hall, kitchen, bathroom and seperate toilet. Because of the location it could be great opportunity for investment.",19.04639643,47.51363179,1055,5,47.51363179,19.04639643,0.2828581489120478,1.9297177492547286,3.124240374352565,0.8444260763930181,2.127388018157259,17.578810058557607
151,1,0,89000000,8,11125000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale an 88 sqm apartment in Hajnóczy József street consists of Déli railway station. The flat situated on the 3rd floor in a nice brick building which has got an elevator. The property consists of 2 bedrooms, 2 bathrooms, a living room with open plan kitchen. Great opportunity for investment or a home as well.",19.02230843,47.50531493,1122,12,47.50531493,19.02230843,1.074425426580143,2.346387425565506,4.642705971479459,2.7147585814863495,0.46861733473586836,18.809240463564674
152,1,0,90000000,15,6000000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer Budapest III. Newly built apartments in Aranyhegy. The condominium consists of 2 buildings, one of which has two apartments (A ép) which are 3 storeys, the other building (B in.) Is a separate flat, also on 3 levels. Apartment A1 - 146nm - 85M Ft, A2 Apartment - 150nm - 90M Ft, B1 Apartment - 150nm - 95M Ft",19.0207417,47.58053636,1031,3,47.58053636,19.0207417,4.179540236184213,9.608788340750422,9.993446658844872,8.139446416299029,8.804371058961152,23.483809016774977
153,1,0,67900000,13,5223076.923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2.0,1,1,-1,0,0,0,0,0,0,0,1,1,1,"We offer for sale a 130 sqm apartment in district 8., József körút. This is situated in a classical building on the second floor, the windows are facing to the street, te East. It consists of living room, 3 bedrooms, kitchen with dining area, bathroom, toilet and a pantry. The apartment is equipped with gas circo.",19.06924895,47.49150875,1085,8,47.49150875,19.06924895,2.768083118279037,1.5007851678900708,1.5528661554114804,2.410048244092358,3.52878239337053,14.963284147471846
154,1,0,82900000,7,11842857.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 73 sqm apartment in district 5, Kálvin tér. It is situated in a classical style building on the 4th floor. The flat consists of a bedroom, a living room, an open kitchen , a bathroom and a toilet. It has got air conditioner. Windows are facing to the inner courtyard.Exposure: eastern. Common charges: 12700 HUF /month. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. District 5. is the heart of the teeming city center. Váci utca -full of stores and restaurants- can be found here and the Danube Promenade with a fantastic view is also here. Ferenciek tere, Astoria, Fővám tér and Kálvin tér are important nodes of the city that have a lot of monuments frequently visited by tourists. The famous Great Market Hall and Károly Garden are also here. All the metro lines and several tram lines are easily reachable from any places of the city center. ",19.05944077,47.49071795,1053,5,47.49071795,19.05944077,2.1115336947544265,0.9206662992120884,2.184318141768685,2.3284533318581007,2.873175117158978,15.611149036068174
155,1,0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,1167.6521527879972,5732.995097558857,5734.572860668599,5734.71762771819,5732.625624493174,5733.874026758354
156,1,0,45000000,7,6428571.429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"2 room and 70 sqm Property is advertise for sale in 9th district in Ferenc körút and Tompa street corner. The apartment located on 1st floor and consist 2 huge and separate room, the windows facing to the quiet Tompa street. The aparmtent being renovated.",19.06751522,47.48410124,1092,9,47.48410124,19.06751522,2.942076933673716,1.871763666167004,2.281289840354496,3.1543414500350164,3.7533418468834387,14.782345936411211
157,1,0,95000000,9,10555555.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4.0,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer for sale a 95 sqm quiet apartment in a renovated Bauhaus stlye house (with original elevator), central heating, insulated refurbished facade ARC. (top floor), only 2 apartments per floor PANORAMA View to Gellért Hill silent side street with huge trees (no traffic) Rooms with SW orientation,Kitchen with a NW view to a large back garden. 2 rooms and halls plus living room separate toilet, bath bidet complete renovation (electric, drainage wires), wooden parquet alarm air conditioning in the two rooms electric shutters built-in safe built-in kitchen furniture",19.05721539,47.49099498,1053,5,47.49099498,19.05721539,1.9443611146100641,0.7856456914617428,2.3108301718116717,2.291730001716053,2.708513482822859,15.777918908228585
158,1,0,63890000,11,5808181.818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0.5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale 110 sqm good condition apartment in Üllői út close to Kálvin tér. The property is situated on the mezzanine in a classical style building which has an elevator. The property consists of 2 bedrooms, living room, kitchen, bathroom and seperate toilet. Metro and bus station only few minutes by walk so it could be great opportunity for investment.",19.06329659,47.489964,1088,8,47.489964,19.06329659,2.412126865601458,1.1946443712313428,1.9998185063665095,2.449115255696072,3.1719161267326212,15.311009456727144
159,1,0,105000000,12,8750000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3.0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 128 sqm property in Jókai utca close to Nyugati tér. The property is on the 3rd floor in a beautiful building which has an elevator. It consists of 3 bedrooms, living room, kitchen and bathroom. Metro and tram station only few minutes by walk so it could be great opportunity for investment.",19.05518908,47.51041555,1055,5,47.51041555,19.05518908,1.0275845897441218,1.581108917324204,2.374296208832485,0.20257262768512382,2.5055948284394423,16.82782115286374
