ID,poi shape,poi type,coordinate,shop_types,longitude,latitude
9826,Point,chemist,"   19.1474827, 47.4626025  ",Beauty,19.1474827,47.4626025
9827,Point,nutrition_supplements,"   19.1478176, 47.462656  ",Health,19.1478176,47.462656
9828,Point,jewelry,"   19.1476427, 47.4626975  ","Clothing, shoes, accessories",19.1476427,47.4626975
9829,Point,mobile_phone,"   19.147716, 47.462367  ",others,19.147716,47.462367
9830,Point,fishing,"   19.1475373, 47.4626863  ",others,19.1475373,47.4626863
9831,Point,lottery,"   19.1475492, 47.4627126  ","Stationery, gifts, books, newspapers",19.1475492,47.4627126
9832,Point,tobacco,"   19.149119, 47.4631602  ",others,19.149119,47.4631602
9833,Point,alcohol,"   19.1491282, 47.4631679  ","Food, beverages",19.1491282,47.4631679
9834,Point,convenience,"   19.149102, 47.4631756  ","Food, beverages",19.149102,47.4631756
9835,Point,butcher,"   19.1491929, 47.4632899  ","Food, beverages",19.1491929,47.4632899
9836,Point,pet,"   19.0259837, 47.5084595  ",others,19.0259837,47.5084595
9837,Point,mobile_phone,"   19.0262603, 47.5084627  ",others,19.0262603,47.5084627
9838,Point,shoes,"   19.1564033, 47.4194763  ","Clothing, shoes, accessories",19.1564033,47.4194763
9839,Point,clothes,"   19.1566049, 47.4192498  ","Clothing, shoes, accessories",19.1566049,47.4192498
9840,Point,photo,"   19.1567634, 47.4191425  ","Art, music, hobbies",19.1567634,47.4191425
9841,Point,nutrition_supplements,"   19.156802, 47.4191136  ",Health,19.156802,47.4191136
9842,Point,clothes,"   19.1569388, 47.4191719  ","Clothing, shoes, accessories",19.1569388,47.4191719
9843,Point,computer,"   19.1567511, 47.4193461  ",others,19.1567511,47.4193461
9844,Point,mobile_phone,"   19.1567028, 47.4193879  ",others,19.1567028,47.4193879
9845,Point,shoes,"   19.1562249, 47.4193848  ","Clothing, shoes, accessories",19.1562249,47.4193848
9846,Point,shoes,"   19.1574941, 47.4183316  ","Clothing, shoes, accessories",19.1574941,47.4183316
9847,Point,mobile_phone,"   19.1575879, 47.4182536  ",others,19.1575879,47.4182536
9848,Point,mobile_phone,"   19.1579071, 47.418435  ",others,19.1579071,47.418435
9849,Point,beauty,"   19.1575316, 47.4187073  ",Beauty,19.1575316,47.4187073
9850,Point,trade;paint,"   19.0772001, 47.4939819  ",others,19.0772001,47.4939819
9851,Point,hardware,"   19.0768953, 47.4943799  ",others,19.0768953,47.4943799
9852,Point,clothes,"   19.0770624, 47.4941653  ","Clothing, shoes, accessories",19.0770624,47.4941653
9853,Point,pawnbroker,"   19.0771282, 47.4940891  ",others,19.0771282,47.4940891
9854,Point,massage,"   19.033061, 47.4979366  ",Health,19.033061,47.4979366
9855,Point,hairdresser,"   19.0493767, 47.499817  ",Beauty,19.0493767,47.499817
9856,Point,hairdresser,"   19.0582228, 47.4982692  ",Beauty,19.0582228,47.4982692
9857,Point,bakery,"   19.0307509, 47.4963285  ","Food, beverages",19.0307509,47.4963285
9858,Point,car_parts,"   19.1036837, 47.4644047  ",others,19.1036837,47.4644047
9859,Point,charity,"   19.0793082, 47.494119  ","Discount store, charity",19.0793082,47.494119
9860,Point,hairdresser,"   19.0741831, 47.4928336  ",Beauty,19.0741831,47.4928336
9861,Point,hairdresser,"   19.0742441, 47.4928458  ",Beauty,19.0742441,47.4928458
9862,Point,stationery,"   19.0748942, 47.4929756  ","Stationery, gifts, books, newspapers",19.0748942,47.4929756
9863,Point,furniture,"   19.0758249, 47.4931455  ",others,19.0758249,47.4931455
9864,Point,convenience,"   19.0767473, 47.4932932  ","Food, beverages",19.0767473,47.4932932
9865,Point,beauty,"   19.0774389, 47.4934205  ",Beauty,19.0774389,47.4934205
9866,Point,hardware,"   19.0776418, 47.4934547  ",others,19.0776418,47.4934547
9867,Point,convenience,"   19.078263, 47.4930889  ","Food, beverages",19.078263,47.4930889
9868,Point,hairdresser,"   19.0792313, 47.493397  ",Beauty,19.0792313,47.493397
9869,Point,convenience,"   19.0755563, 47.498372  ","Food, beverages",19.0755563,47.498372
9870,Point,sports,"   19.0581096, 47.4320536  ",others,19.0581096,47.4320536
9871,Point,tobacco,"   19.1100025, 47.4730558  ",others,19.1100025,47.4730558
9872,Point,cosmetics,"   19.0972929, 47.5104792  ",Beauty,19.0972929,47.5104792
9873,Point,tobacco,"   19.0969756, 47.5102365  ",others,19.0969756,47.5102365
9874,Point,beauty,"   19.0528608, 47.4908282  ",Beauty,19.0528608,47.4908282
9875,Point,books,"   19.0527365, 47.4908264  ","Stationery, gifts, books, newspapers",19.0527365,47.4908264
9876,Point,greengrocer,"   19.2265867, 47.4694437  ","Food, beverages",19.2265867,47.4694437
9877,Point,tobacco,"   19.0284488, 47.5080666  ",others,19.0284488,47.5080666
9878,Point,convenience,"   19.0715393, 47.4804907  ","Food, beverages",19.0715393,47.4804907
9879,Point,bakery,"   19.069732, 47.4812754  ","Food, beverages",19.069732,47.4812754
9880,Point,electronics,"   19.0551888, 47.5021525  ",others,19.0551888,47.5021525
9881,Point,radiotechnics,"   19.0215974, 47.4987711  ",others,19.0215974,47.4987711
9882,Point,lottery,"   19.0731769, 47.4910672  ","Stationery, gifts, books, newspapers",19.0731769,47.4910672
9883,Point,convenience,"   19.0732835, 47.4910908  ","Food, beverages",19.0732835,47.4910908
9884,Point,dry_cleaning,"   19.0733633, 47.491108  ",others,19.0733633,47.491108
9885,Point,butcher,"   19.0783998, 47.4922425  ","Food, beverages",19.0783998,47.4922425
9886,Point,furniture,"   19.0759054, 47.4929829  ",others,19.0759054,47.4929829
9887,Point,doityourself,"   19.0737878, 47.492566  ",others,19.0737878,47.492566
9888,Point,alcohol,"   19.0737435, 47.4925552  ","Food, beverages",19.0737435,47.4925552
9889,Point,tobacco,"   19.0731414, 47.4924337  ",others,19.0731414,47.4924337
9890,Point,convenience,"   19.1016762, 47.3551332  ","Food, beverages",19.1016762,47.3551332
9891,Point,convenience,"   19.101769, 47.3553308  ","Food, beverages",19.101769,47.3553308
9892,Point,beauty,"   19.0372233, 47.3379529  ",Beauty,19.0372233,47.3379529
9893,Point,bakery,"   19.0657069, 47.5065  ","Food, beverages",19.0657069,47.5065
9894,Point,hardware,"   19.3494235, 47.3835581  ",others,19.3494235,47.3835581
9895,Point,paint,"   19.3495552, 47.3835396  ",others,19.3495552,47.3835396
9896,Point,paint,"   19.344676, 47.3851916  ",others,19.344676,47.3851916
9897,Point,garden_centre,"   19.3280707, 47.3888898  ",others,19.3280707,47.3888898
9898,Point,computer,"   19.3536256, 47.3868561  ",others,19.3536256,47.3868561
9899,Point,books,"   19.3485748, 47.3835021  ","Stationery, gifts, books, newspapers",19.3485748,47.3835021
9900,Point,copyshop,"   19.3485254, 47.3835262  ",others,19.3485254,47.3835262
9901,Point,convenience,"   19.1093949, 47.4723711  ","Food, beverages",19.1093949,47.4723711
9902,Point,pastry,"   19.0728966, 47.4205944  ","Food, beverages",19.0728966,47.4205944
9903,Point,confectionery,"   19.0511416, 47.4768746  ","Food, beverages",19.0511416,47.4768746
9904,Point,pet,"   19.0056901, 47.4667235  ",others,19.0056901,47.4667235
9905,Point,clothes,"   19.145772, 47.4628406  ","Clothing, shoes, accessories",19.145772,47.4628406
9906,Point,watches,"   19.0725357, 47.5500138  ","Clothing, shoes, accessories",19.0725357,47.5500138
9907,Point,greengrocer,"   19.070965, 47.5323779  ","Food, beverages",19.070965,47.5323779
9908,Point,butcher,"   19.0738446, 47.4782824  ","Food, beverages",19.0738446,47.4782824
9909,Point,car_parts,"   19.0717174, 47.4736366  ",others,19.0717174,47.4736366
9910,Point,bicycle,"   18.9164008, 47.6195655  ",others,18.9164008,47.6195655
9911,Point,locksmith,"   19.0612498, 47.6134088  ",others,19.0612498,47.6134088
9912,Point,printer_ink,"   19.061282, 47.6134432  ",others,19.061282,47.6134432
9913,Point,dry_cleaning,"   19.0614345, 47.6135048  ",others,19.0614345,47.6135048
9914,Point,pet,"   19.0613713, 47.6134446  ",others,19.0613713,47.6134446
9915,Point,hairdresser,"   19.0612655, 47.6133439  ",Beauty,19.0612655,47.6133439
9916,Point,mobile_phone,"   19.0612297, 47.6136177  ",others,19.0612297,47.6136177
9917,Point,mobile_phone,"   19.0614831, 47.6137849  ",others,19.0614831,47.6137849
9918,Point,mobile_phone,"   19.0611672, 47.6131216  ",others,19.0611672,47.6131216
9919,Point,jewelry,"   19.0611035, 47.6131363  ","Clothing, shoes, accessories",19.0611035,47.6131363
9920,Point,mobile_phone,"   19.0610792, 47.6130576  ",others,19.0610792,47.6130576
9921,Point,fabric,"   19.061168, 47.6130482  ","Clothing, shoes, accessories",19.061168,47.6130482
9922,Point,clothes,"   19.0609874, 47.6128695  ","Clothing, shoes, accessories",19.0609874,47.6128695
9923,Point,mobile_phone,"   19.060702, 47.6120812  ",others,19.060702,47.6120812
9924,Point,convenience,"   19.0606149, 47.6121002  ","Food, beverages",19.0606149,47.6121002
9925,Point,shoes,"   19.0606535, 47.6121808  ","Clothing, shoes, accessories",19.0606535,47.6121808
9926,Point,shoes,"   19.0606915, 47.6122602  ","Clothing, shoes, accessories",19.0606915,47.6122602
9927,Point,clothes,"   19.0607271, 47.6123344  ","Clothing, shoes, accessories",19.0607271,47.6123344
9928,Point,florist,"   19.0607662, 47.6124159  ",others,19.0607662,47.6124159
9929,Point,tea,"   19.0608077, 47.6125026  ","Food, beverages",19.0608077,47.6125026
9930,Point,jewelry,"   19.0608417, 47.6125736  ","Clothing, shoes, accessories",19.0608417,47.6125736
9931,Point,clothes,"   19.0609556, 47.6128042  ","Clothing, shoes, accessories",19.0609556,47.6128042
9932,Point,newsagent,"   19.0608928, 47.6126802  ","Stationery, gifts, books, newspapers",19.0608928,47.6126802
9933,Point,optician,"   19.0608753, 47.6126438  ",Health,19.0608753,47.6126438
9934,Point,nutrition_supplements,"   19.0604323, 47.6120382  ",Health,19.0604323,47.6120382
9935,Point,electronics,"   19.0615578, 47.6140467  ",others,19.0615578,47.6140467
9936,Point,hardware,"   19.1701037, 47.4241111  ",others,19.1701037,47.4241111
9937,Point,jewelry,"   19.1465248, 47.4631733  ","Clothing, shoes, accessories",19.1465248,47.4631733
9938,Point,computer,"   19.1460652, 47.4628632  ",others,19.1460652,47.4628632
9939,Point,printer_ink,"   19.1461189, 47.4629872  ",others,19.1461189,47.4629872
9940,Point,bag,"   19.1462654, 47.4631807  ","Clothing, shoes, accessories",19.1462654,47.4631807
9941,Point,shoes,"   19.145862, 47.4631921  ","Clothing, shoes, accessories",19.145862,47.4631921
9942,Point,tattoo,"   19.1449859, 47.4631445  ",Beauty,19.1449859,47.4631445
9943,Point,tailor,"   19.1452859, 47.4631232  ","Clothing, shoes, accessories",19.1452859,47.4631232
9944,Point,shoes,"   19.1472274, 47.4630772  ","Clothing, shoes, accessories",19.1472274,47.4630772
9945,Point,clothes,"   19.145694, 47.4631926  ","Clothing, shoes, accessories",19.145694,47.4631926
9946,Point,mobile_phone,"   18.9560748, 47.4603067  ",others,18.9560748,47.4603067
9947,Point,mobile_phone,"   19.0249175, 47.5086646  ",others,19.0249175,47.5086646
9948,Point,mobile_phone,"   19.0265217, 47.5091498  ",others,19.0265217,47.5091498
9949,Point,mobile_phone,"   19.0225831, 47.4904949  ",others,19.0225831,47.4904949
9950,Point,mobile_phone,"   19.1103543, 47.4708952  ",others,19.1103543,47.4708952
9951,Point,watches,"   19.026794, 47.5090044  ","Clothing, shoes, accessories",19.026794,47.5090044
9952,Point,watches,"   19.1076554, 47.5076637  ","Clothing, shoes, accessories",19.1076554,47.5076637
9953,Point,car,"   18.9132235, 47.4418675  ",others,18.9132235,47.4418675
9954,Point,sewing,"   19.0917506, 47.5540523  ","Clothing, shoes, accessories",19.0917506,47.5540523
9955,Point,stationery,"   19.079924, 47.5085659  ","Stationery, gifts, books, newspapers",19.079924,47.5085659
9956,Point,stationery,"   19.0192263, 47.4947623  ","Stationery, gifts, books, newspapers",19.0192263,47.4947623
9957,Point,stationery,"   19.1490426, 47.5490733  ","Stationery, gifts, books, newspapers",19.1490426,47.5490733
9958,Point,convenience,"   19.040578, 47.588709  ","Food, beverages",19.040578,47.588709
9959,Point,pastry,"   19.0836829, 47.5017073  ","Food, beverages",19.0836829,47.5017073
9960,Point,ticket,"   19.0391365, 47.5064028  ","Stationery, gifts, books, newspapers",19.0391365,47.5064028
9961,Point,baby_goods,"   19.271976, 47.473299  ","Clothing, shoes, accessories",19.271976,47.473299
9962,Point,shoes,"   18.9233804, 47.3782702  ","Clothing, shoes, accessories",18.9233804,47.3782702
9963,Point,travel_agency,"   18.9237356, 47.378351  ",Travel Agency,18.9237356,47.378351
9964,Point,bakery,"   18.9243203, 47.3783755  ","Food, beverages",18.9243203,47.3783755
9965,Point,kiosk,"   18.9257982, 47.3784384  ",Convenience shop,18.9257982,47.3784384
9966,Point,car,"   18.9093268, 47.3588401  ",others,18.9093268,47.3588401
9967,Point,bakery,"   18.9232931, 47.3782451  ","Food, beverages",18.9232931,47.3782451
9968,Point,interior_decoration,"   19.2718421, 47.4730837  ",others,19.2718421,47.4730837
9969,Point,newsagent,"   18.9988361, 47.4817018  ","Stationery, gifts, books, newspapers",18.9988361,47.4817018
9970,Point,houseware,"   18.9384707, 47.5925813  ",others,18.9384707,47.5925813
9971,Point,stationery,"   19.0713527, 47.4940215  ","Stationery, gifts, books, newspapers",19.0713527,47.4940215
9972,Point,electronics,"   19.082297, 47.5710488  ",others,19.082297,47.5710488
9973,Point,electronics,"   19.0822756, 47.4893903  ",others,19.0822756,47.4893903
9974,Point,pastry,"   19.3465825, 47.597411  ","Food, beverages",19.3465825,47.597411
9975,Point,pet,"   19.0712832, 47.4236175  ",others,19.0712832,47.4236175
9976,Point,supermarket,"   19.0614166, 47.5010194  ",Supermarket,19.0614166,47.5010194
9977,Point,variety_store,"   19.0963105, 47.5188193  ","Discount store, charity",19.0963105,47.5188193
9978,Point,bakery,"   19.2596272, 47.4893975  ","Food, beverages",19.2596272,47.4893975
9979,Point,tyres,"   19.2859955, 47.5112204  ",others,19.2859955,47.5112204
9980,Point,trade,"   19.2861886, 47.5121262  ",others,19.2861886,47.5121262
9981,Point,electronics,"   19.2873544, 47.5136099  ",others,19.2873544,47.5136099
9982,Point,trade,"   19.2869505, 47.5139814  ",others,19.2869505,47.5139814
9983,Point,electrical,"   19.286889, 47.5144698  ",others,19.286889,47.5144698
9984,Point,trade,"   19.2874621, 47.5109588  ",others,19.2874621,47.5109588
9985,Point,toys,"   19.060995, 47.5087357  ",others,19.060995,47.5087357
9986,Point,hardware,"   19.0645688, 47.4825507  ",others,19.0645688,47.4825507
9987,Point,greengrocer,"   19.0614737, 47.5027997  ","Food, beverages",19.0614737,47.5027997
9988,Point,convenience,"   19.0459269, 47.4716401  ","Food, beverages",19.0459269,47.4716401
9989,Point,convenience,"   19.0458584, 47.4614562  ","Food, beverages",19.0458584,47.4614562
9990,Point,convenience,"   19.0563398, 47.5208735  ","Food, beverages",19.0563398,47.5208735
9991,Point,convenience,"   19.1532722, 47.4546346  ","Food, beverages",19.1532722,47.4546346
9992,Point,florist,"   19.0050704, 47.4837293  ",others,19.0050704,47.4837293
9993,Point,hairdresser,"   19.0055237, 47.4835149  ",Beauty,19.0055237,47.4835149
9994,Point,pet_grooming,"   19.0054491, 47.4835201  ",others,19.0054491,47.4835201
9995,Point,laundry,"   19.2436556, 47.480185  ",Laundry,19.2436556,47.480185
9996,Point,bakery,"   18.933584, 47.4396538  ","Food, beverages",18.933584,47.4396538
9997,Point,beverages,"   19.3570144, 47.5886845  ","Food, beverages",19.3570144,47.5886845
9998,Point,newsagent,"   19.0912679, 47.5195307  ","Stationery, gifts, books, newspapers",19.0912679,47.5195307
9999,Point,pet,"   19.0907236, 47.519918  ",others,19.0907236,47.519918
10000,Point,pastry,"   19.0977211, 47.4116503  ","Food, beverages",19.0977211,47.4116503
10001,Point,bakery,"   19.0921253, 47.5417664  ","Food, beverages",19.0921253,47.5417664
10002,Point,ticket,"   19.2033189, 47.4339884  ","Stationery, gifts, books, newspapers",19.2033189,47.4339884
10003,Point,watches,"   19.0378878, 47.5144454  ","Clothing, shoes, accessories",19.0378878,47.5144454
10004,Point,watches,"   19.06877, 47.482126  ","Clothing, shoes, accessories",19.06877,47.482126
10005,Point,paint,"   19.0249944, 47.4120941  ",others,19.0249944,47.4120941
10006,Point,paint,"   19.0405384, 47.4232889  ",others,19.0405384,47.4232889
10007,Point,vacant,"   19.037838, 47.428862  ",others,19.037838,47.428862
10008,Point,toys,"   19.0451137, 47.4612796  ",others,19.0451137,47.4612796
10009,Point,motorcycle,"   19.0679178, 47.4806377  ",others,19.0679178,47.4806377
10010,Point,optician,"   19.0680532, 47.4803785  ",Health,19.0680532,47.4803785
10011,Point,computer,"   19.0683469, 47.4794186  ",others,19.0683469,47.4794186
10012,Point,stationery,"   19.0683838, 47.4794816  ","Stationery, gifts, books, newspapers",19.0683838,47.4794816
10013,Point,boutique,"   19.0684388, 47.4795143  ","Clothing, shoes, accessories",19.0684388,47.4795143
10014,Point,convenience,"   19.0682899, 47.4796149  ","Food, beverages",19.0682899,47.4796149
10015,Point,lottery,"   19.0681484, 47.4799566  ","Stationery, gifts, books, newspapers",19.0681484,47.4799566
10016,Point,bakery,"   19.0567791, 47.4983683  ","Food, beverages",19.0567791,47.4983683
10017,Point,copyshop,"   19.0451316, 47.557728  ",others,19.0451316,47.557728
10018,Point,bicycle,"   19.06801, 47.4804369  ",others,19.06801,47.4804369
10019,Point,car_repair,"   19.0186546, 47.4539021  ",others,19.0186546,47.4539021
10020,Point,paint,"   19.0392192, 47.4557303  ",others,19.0392192,47.4557303
10021,Point,furrier,"   19.0449836, 47.4778738  ",others,19.0449836,47.4778738
10022,Point,supermarket,"   19.0779814, 47.4816601  ",Supermarket,19.0779814,47.4816601
10023,Point,supermarket,"   19.0882051, 47.454126  ",Supermarket,19.0882051,47.454126
10024,Point,bakery,"   19.048844, 47.4752153  ","Food, beverages",19.048844,47.4752153
10025,Point,tea,"   19.0619183, 47.4953374  ","Food, beverages",19.0619183,47.4953374
10026,Point,beauty,"   19.1632912, 47.4708986  ",Beauty,19.1632912,47.4708986
10027,Point,houseware,"   19.0117796, 47.4910918  ",others,19.0117796,47.4910918
10028,Point,bicycle,"   19.0570341, 47.4954038  ",others,19.0570341,47.4954038
10029,Point,garden_centre,"   18.9248702, 47.513237  ",others,18.9248702,47.513237
10030,Point,deli,"   19.0784676, 47.4724218  ","Food, beverages",19.0784676,47.4724218
10031,Point,convenience,"   19.0790429, 47.4726592  ","Food, beverages",19.0790429,47.4726592
10032,Point,watch,"   19.0240164, 47.4658059  ",others,19.0240164,47.4658059
10033,Point,greengrocer,"   18.9354081, 47.5169136  ","Food, beverages",18.9354081,47.5169136
10034,Point,florist,"   18.9349703, 47.5164964  ",others,18.9349703,47.5164964
10035,Point,yes,"   18.9345266, 47.5161014  ",others,18.9345266,47.5161014
10036,Point,beauty,"   18.9322247, 47.5140122  ",Beauty,18.9322247,47.5140122
10037,Point,dry_cleaning,"   18.9332343, 47.513878  ",others,18.9332343,47.513878
10038,Point,chemist,"   18.9338026, 47.5144114  ",Beauty,18.9338026,47.5144114
10039,Point,car_parts,"   19.036145, 47.5326035  ",others,19.036145,47.5326035
10040,Point,baby_goods,"   19.0359307, 47.5326132  ","Clothing, shoes, accessories",19.0359307,47.5326132
10041,Point,computer,"   19.0356468, 47.5326937  ",others,19.0356468,47.5326937
10042,Point,hairdresser,"   19.0375872, 47.5311637  ",Beauty,19.0375872,47.5311637
10043,Point,furniture,"   19.0375397, 47.5312731  ",others,19.0375397,47.5312731
10044,Point,massage,"   19.0374013, 47.5320334  ",Health,19.0374013,47.5320334
10045,Point,hairdresser,"   19.0399981, 47.5334415  ",Beauty,19.0399981,47.5334415
10046,Point,electronics,"   19.0792729, 47.5646654  ",others,19.0792729,47.5646654
10047,Point,beauty,"   19.0375782, 47.5311848  ",Beauty,19.0375782,47.5311848
10048,Point,convenience,"   19.0730166, 47.4652807  ","Food, beverages",19.0730166,47.4652807
10049,Point,photo,"   19.090105, 47.5408207  ","Art, music, hobbies",19.090105,47.5408207
10050,Point,health_food,"   19.0528818, 47.5024656  ","Food, beverages",19.0528818,47.5024656
10051,Point,health_food,"   19.0555842, 47.5099707  ","Food, beverages",19.0555842,47.5099707
10052,Point,books,"   19.1636214, 47.4127503  ","Stationery, gifts, books, newspapers",19.1636214,47.4127503
10053,Point,yes,"   19.1632003, 47.413048  ",others,19.1632003,47.413048
10054,Point,chemist,"   19.077836, 47.5591584  ",Beauty,19.077836,47.5591584
10055,Point,watches,"   19.0358908, 47.5151691  ","Clothing, shoes, accessories",19.0358908,47.5151691
10056,Point,florist,"   19.2396697, 47.4828397  ",others,19.2396697,47.4828397
10057,Point,florist,"   19.2396187, 47.4828497  ",others,19.2396187,47.4828497
10058,Point,bicycle,"   19.0706798, 47.4321488  ",others,19.0706798,47.4321488
10059,Point,laundry,"   19.0759264, 47.4853971  ",Laundry,19.0759264,47.4853971
