ID,Type of properties,Price,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Bedroom,Floor,Garage Optional,Parking place optional,View,View: Courtyard,View: Hills,View: Garden,View: Panoramic,View: Danube,View: Square,View: Street,Furniture: partly furnished,Elevator optional,Air conditioner optional,Details,Longitude,Latitude
0,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
1,2,89500,3,29833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 33 sqm furnished apartment in district 6, Izabella utca next to Andrássy út. It is situated in a classical style building on the ground floor. The flat consists of a bedroom, a kitchen with dining area, and a bathroom with a toilet. Windows are facing to the the inner courtyard. Common charges: 8500 HUF /month including water fee and all utility costs. Heating: gas convector. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. Andrássy út, which is a UNESCO World Heritage Site, is easy to reach from here. There are several coffee houses, restaurants and pedestrian areas in the district. Mostly classical-style villas and embassies are located here. The Heroes’ Square is also nearby, which is one of the most popular touristic sites of district 6. Városliget (City Park) provides several sport and entertainment opportunities (Museum of Fine Arts, Széchenyi Thermal Bath, Budapest Zoo and Botanical Garden). The district provides exceptionally good traffic opportunities: metro line no. 1, tram line no. 4 and 6., trolley line no. 76, train (Nyugati railway station). ",19.06660652,19.06660652
2,2,89500,4,22375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 40 sqm apartment in district 9, Tűzoltó utca next to Corvin negyed. It is situated in a classical style building on the mezzaine floor. The flat consists of bedrooms, a kitchen with dining area, a bathroom and a toilet. Common charges: 8500 HUF /month including all utility costs. Heating: gas convector. Great opportunity for investment due to its perfect location and nice layout and design. It could be a profitable investment or an ideal home as well. High rental potential. The most popular part of the district is the inner part, within the boulevard. There are a lot of places to visit in Vámház körút, Üllői út, Ferenc körút and in the area bordered by the Danube. There are several touristic sites in this part of the district, like the monumental building complex of CET Shopping and Cultural Centre, the Museum of Applied Arts and the Great Market Hall. The river bank provides a wonderful view to Gellért Hill. The area bordered by Szabadság Bridge and Petőfi Bridge has exceptionally good traffic opportunities, thanks to Fővám tér, Corvin negyed and Kálvin tér. Metro lines no. 3 and 4 have several stations here. There are a lot of universities nearby, which makes the neighborhood ideal for students. ",19.06836007,19.06836007
3,2,91300,4,22825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 48 sqm renovated one bedroom courtyard facing property in Eötvös utca, close to Nyugati Railway Station and Oktogon. The apartment is situated on the 3rd floor in a nice classical building which does not have elevator. It contains a spacious livingroom with kitchen, a decent bedroom, a wardrobe and a bathroom. The property is located in a new built level which does not have usage permit and the entire top level is registered under one lot number (undivided common property).",19.05896836,19.05896836
4,2,89500,2,44750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale a 27 sqm studio on the Gellérth-hill. The flat situated on the ground floor. The flat consists of a kitchen, a room, and a bathroom. Great opportunity for investment.",19.03752509,19.03752509
5,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
6,2,95000,2,47500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are advertising for sale in the 5th district, next to the Danube, in the Havas street, a ground floor studio apartment with a gallery. The apartment is facing the courtyard, the building is in good condition. The 28m2 apartment has a gallery of about 15 square meters. Because of the location, it's a good investment. Easy to dispense. Close to Fővám Square, Váci Street. Walk 4 metro, 2 and 47-49 trams.",19.05418957,19.05418957
7,2,98800,3,32933.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 32 sqm apartment in district 9., Lónyay utca, few steps from the Danube. This is sitauted in a classical building on the fourth floor, the windows are facing to the street. It consists of room with mezzanine floor, separated kitchen, bathroom and a balcony. The common cost is 9.500 HUF, it is included the unlimited water consumption.",19.06092645,19.06092645
8,2,92600,4,23150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 45 sqm apartment in district 7, Peterdy utca next to Városliget. It is situated in a classical building on the ground. The flat consists of 1 bedrooms, a living room, a kitchen, a bathroom with a toilet. Windows are facing to the inner courtyard. . Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The outer part of the 7th district has a lot of unique features, and it is a continuously developing area. Classic-style villas and newly-built houses are also can be found here. Any places here are easily reachable by public transport. There are universities nearby, and the apartments here are easy to rent out or sell. The district has several green areas with trees and parks. Metro line no. 2 and 4, bus line no. 7, tram line no. 4 and 6 and trolley-bus lines run here.",19.07993921,19.07993921
9,2,92600,6,15433.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 60 sqm (34 sqm + 26 sqm) renovated property in Sobieski János utca close to Kerekerdő park, Nagyvárad tér and the Medical University. The duplex property has a street entrance so it could be an office as well. It consists of kitchen, bathroom and a gallery. You can form 2 rooms in the gallery. The apartment has been renovated with high-quality materials. The gas, water and electric system has been exchanged. Metro station and SOTE only few minutes by walk so it could be great opportunity for investment.",19.08129027,19.08129027
10,2,98500,3,32833.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 31 m2 furnished studio apartment on the 3rd floor. It is located at the beginning of Akácfa Street, 2 minutes walk from the Blaha Boulevard, near the Emke Hotel, in the middle of the party area. The common cost is 11500 HUF, which includes unlimited water consumption. The facade was renewed last year. Excellent investment, high rental yield.",19.06801904,19.06801904
11,2,97500,5,19500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an unrenovated, 54 sqm apartment in Rottenbiller utca, close to Keleti Pályaudvar and Veterinary University, next to Rózsák tere. The street facing (Péterfy Sándor) apartment is situated on the 2nd floor in a nice classical style building which has got an elevator. The flat consists of 2 rooms, a hall, kitchen, bathroom. The common cost is 14.000 HUF (including water). Could be a great investment.",19.07641927,19.07641927
12,2,88200,2,44100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0.5,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 28 sqm recently renovated apartment in disitrict 7., Csengery utca. This is situated in a classical buliidng on the mezzanine floor, the windows are facing to the street. It consists of room with open plan kichen and bathroom. The apartment is equipped with house central heating system.",19.06695732,19.06695732
13,2,89500,4,22375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 42 sqm apartment in district 7, Dembinszky utca next to Városliget. It is situated in a classical style building on the 2nd floor. The flat consists of a bedrooms, a kitchen, a dining area, a bathroom with a toilet. Common charges: 9450 HUF /month. Heating: gas convector. Price of furniture is included in the price. Great opportunity for investment due to its perfect location. It could be a profitable investment or an ideal home as well. High rental potential. The outer part of the 7th district has a lot of unique features, and it is a continuously developing area. Classic-style villas and newly-built houses are also can be found here. Any places here are easily reachable by public transport. There are universities nearby, and the apartments here are easy to rent out or sell. The district has several green areas with trees and parks. Metro line no. 2 and 4, bus line no. 7, tram line no. 4 and 6 and trolley-bus lines run here. ",19.08165086,19.08165086
14,2,98800,5,19760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We offer for sale a 50 sqm apartment in district 7., Wesselényi utca. This is situated in a good condition classical building on the fifth floor, the windows has a french panoramic. It consists of living room, kitchen, study, bathroom and bedroom. The apartment is equipped with gas convector. 7th District (Inner) The inner part of the 7th district is one of the most dynamically developing areas of Budapest with several music clubs, restaurants and coffee houses. One of the most popular entertainment areas of the city center, Gozsdu garden is also here. The most famous touristic site of the district is the Dohány Street Synagogue. Thanks to the easy availability of Deák Ferenc tér and Astoria, 3 metro lines, several tram and trolley lines are only a few minutes away. ",19.06125129,19.06125129
15,2,65000,3,21666.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a 30 sqm apartment in district 13, Tisza utca. It is situated in a classical bauhaus style building on the 2nd floor. The flat consists of 1 bedroom ,a kitchen and a bathroom with a toilet. Windows are facing to the street. Common charges: 9000 HUF /month . Heating: gas convector Újlipótváros is located a few-minute walk away from the bank of the Danube, in a nice neighborhood with a lot of coffee houses and restaurants. Those who enjoy doing sports or other outdoor activities can easily get to Margaret Island, which provides a wide range of such opportunities. Besides the neighborhood the district is rich in entertainment (theatre, movie theatre, etc.) and shopping opportunities (e.g. West End shopping mall). Metro line no. 3, tram line no. 4 and 6 and trolley-bus line no. 76 have stops here, and there is a tram station as well. ",19.05866411,19.05866411
16,2,131900,5,26380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,1,1, Street,0,0,0,0,0,0,1,1,1,1,,19.0774111,19.0774111
17,2,160700,7,22957.14286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 76 sqm apartment in district 8., Krúdy utca. This is situated in good condition classical builiding on the first floor, the wiindows are facing to the street, to South. It consists of spacious living room, bedroom, kitchen with dining area, bathroom and a toilet. The apartment is equipped with house central heating system and air con, the common cost is 25.000 Ft, it is included the heating fee.",19.06742026,19.06742026
18,2,139000,4,34750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale 50 sqm good condition apartment in Andrássy road. The property is on the 3rd floor in a building which has an elevator. It consists of a half room, living room, kitchen and bathroom. Metro station in Oktogon only few minutes by walk so it could be great opportunity for investment.",19.05980886,19.05980886
19,2,303400,10,30340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale a 103 sqm apartment in district 3, Királyok útja, close to river Danube. The building is situated on a more than 1 hectare plot, with nice green park. The apartment consists of 3 bedrooms, a living room with open plan kitchen, 2 bathrooms and a toilet. A 26 sqm terrace also belongs to the property and a 150 sqm own garden.",19.06574453,19.06574453
20,2,148600,6,24766.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale an unrenovated, one bedroom apartment in Révay utca. The courtyard facing property is situated on the 1st floor in a nice classical style building. The flat consists of one bedroom, a livingroom, a kitchen, bathroom, pantry. The common cost is 20.000 HUF. Could be a great investment!",19.05516605,19.05516605
21,2,262800,7,37542.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 77 sqm renovated property in Erzsébet körút close to Madách színház. The property is on the 4th floor in a good condition building which has an elevator. The street facing property consists of 2 bedrooms, living room with open kitchen and 2 bathroom. Tram 4-6 only few minutes by walk so it could be greta opportunity for investment.",19.06608958,19.06608958
22,2,464400,17,27317.64706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 170 sqm house in Budaörs. The ground floor consists of a living room with open kitchen and dinig area, a bedroom, a big bathroom and a seperate toilet. On the first floor consists of 3 bedrooms, a bathroom, a seperate toilet and a gardrobe. The prise inculdes 2 garage. The construction will be finished in november 2018.",18.91371729,18.91371729
23,2,324800,11,29527.27273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a well-kept 111 sqm street facing property at the corner of Hold utca and Alkotmány utca. The property has 3 bedrooms, 2 bathrooms and a kitchen. The property is located at the 4th floor in a classical building which has got an elevator. Great opportunity for home seekers and investors as well.",19.05064602,19.05064602
24,2,215400,11,19581.81818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0.5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 116 sqm duplex apartment in district 9, Ferenc Körút near Danube river. It is situated in a classical building on the mezzaine floor. The flat consists of 5 bedrooms, 2 kitchen with dining area, 2 bathroom and a separeted toilet. Windows are facing to the inner courtyard. Windows offer a panoramic view. Common charges: 12500 HUF /month including unlimited water consumption. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location. It could be a profitable investment. High rental potential. The most popular part of the district is the inner part, within the boulevard. There are a lot of places to visit in Vámház körút, Üllői út, Ferenc körút and in the area bordered by the Danube. There are several touristic sites in this part of the district, like the monumental building complex of CET Shopping and Cultural Centre, the Museum of Applied Arts and the Great Market Hall. The river bank provides a wonderful view to Gellért Hill. The area bordered by Szabadság Bridge and Petőfi Bridge has exceptionally good traffic opportunities, thanks to Fővám tér, Corvin negyed and Kálvin tér. Metro lines no. 3 and 4 have several stations here. There are a lot of universities nearby, which makes the neighborhood ideal for students.",19.06739888,19.06739888
25,2,128500,5,25700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a one bedroom apartment in Katona József and Visegrádi utca. The street facing property is situated on the 2nd floor in a nice classical style building which has got an elevator. The flat consists of one room with gallery, livingroom, kitchen and bathroom. Common cost is 13.000 HUF. Could be a great investment.",19.05285476,19.05285476
26,2,178000,10,17800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"Ground floor apartment is available for sale in Kresz Géza utca. The apartment consist 3 huge room, but it can easily convert for 4 or more room. Also you can separate for two apartment. The property is situated as an office, it renovated 10 years ago: Air conditions, Alarm system. Heating worked by Circulating heating system. The common cost is 18900 HUF/month. Recommend for short term rental. Nyugati station (3 metroline) is 3-4 minutes by walk. ",19.05431155,19.05431155
27,2,232200,11,21109.09091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 110 sqm apartment in József körút next to Corvin negyed. The property is on the 3rd floor in a good condition building. The street facing property consists of 2 bedrooms, living room, kitchen, and 2 bathrooms. Universities, cinema, and shopping center only few minutes by walk so it could be great opportunity for investment.",19.06824182,19.06824182
28,2,417600,9,46400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 99 sqm renovated property in Október 6. utca close to Bazilika. The property is on the 1rst floor in a good consistion building which has not got an elevator. It consists of 2 bedrooms, a living room, a kitchen and 2 bathrooms. Because of the location it could be a great opportunity for investment.",19.04976654,19.04976654
29,2,355700,12,29641.66667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"121 sqm, nicely furnished luxury apartment is for sale near the National Museum and Italian Institute in Bródy Sándor street, in a nice classical building with elavator. It consists of 2 bedrooms, a living room, a huge well-equipped separated kitchen, a large bathroom with shower, bathtub and sauna. The heating system is floor heating and gas circo. Others: air condition (Daikin type), alarm protection, electrical rolling shutters, wardrobe. A cellar place also belongs to the property. The common costs: 16 000 HUF.",19.06353065,19.06353065
30,2,154500,4,38625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We offer for sale a 44 sqm apartment in district 5., Bécsi utca. This is situated in a renovated classical building on the first floor, the windows are facing to the courtyard. It consists of living room, bedroom, separated kitchen and a bathroom. The apartment is equipped with house central heating system.",19.05067588,19.05067588
31,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
32,2,393200,16,24575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale an 161 sqm apartment in Bimbó út (District 2.), at Rózsadomb. The street view apartment is situated on the 2nd floor in a nice classical style building which has got an elevator. The flat consists of 4 bedrooms, a living room, a kitchen with dining area, a 32 sqm balcony, 2 bathrooms. Great opportunity for investment or home as well.",19.02864421,19.02864421
33,2,221400,8,27675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale an 87 sqm apartment in district 2, Törökvész út near to Hármashatárhegy. It is situated in a concrete building on the mezzaine. The flat consists of 1 bedrooms, a living room, an american kitchen with dining area, a pantry, a bathroom with a toilet and a balcony. The apartment has a 15 sqm balcony, which is is included in the price. The apartment is very sunny. Windows are facing to the garden. Exposure: southwestern. Heating: a newly installed circo heating system. Great opportunity for investment due to its perfect location and nice/exclusive layout and design. It could be a profitable investment or an ideal home as well. High rental potential. ",18.99512808,18.99512808
34,2,265900,8,33237.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 83 sqm renovated porperty in Visegrádi utca close to Lehel tér. The property is situated on the 4th floor in a classical style building which has an elevator. It consists of 2 bedrooms, living room, kitchen and 2 bathrooms. Public transport is good Westend only few minutes by walk. It could be great opportunity for investment.",19.05597482,19.05597482
35,2,594400,20,29720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"One of the best location in Buda we are offering for sale 2 seperate apartment in a 3 storey building. The smaller property is on the 2nd floor which is 36 sqm. It consists of a bedroom, a living room, a kitchen, a bathroom and a 4 sqm balcony. The bigger apartment is on the 3rd floor and it is 133 sqm. The duplex apartment consists of 3 bedrooms, a living room, a kitchen, 2 bathroom one with a sauna and a 11 sqm balcony. The apartment has a wonderful panoramic view from the rooms to the Gellért Hills, and Citadella. The prise included 2 garage and a storage.",19.00498399,19.00498399
36,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
37,2,479900,54,8887.037037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,4,1,1, Street,0,0,0,0,0,0,1,1,1,1,"Loft with superb views on sale. There is no compulsory reovation to be done for the building . If the roof live vill not be changed, the development can be started immediately. The stairs going up to the roof space, will arrive in the same style corridor as the lower levels. The basic utilities (water, sewer, electricity) are on the roof level, in the laundry room, which also belongs to the property. The current roof height allows the bulding of one-storey loft apartments. There is no elevator now, but can be built. The Palotanegyed (Palace District) is one of the most popular investment areas of the capital, due to its classic-style, unique buildings and monuments. The Hungarian National Museum with the famous Museum Garden and the Szabó Ervin Metropolitan Library are also here – the latter is visited by numerous foreign students day by day. Several universities are located here, like Semmelweis University, Pázmány Péter Catholic University, the Faculty of Arts of Eötvös Loránd University, the University of Theatre and Film Arts and the Budapest University of Jewish Studies. Thanks to Corvin Plaza at Üllői út and the Corvin Shopping Mall at Rákóczi út the district provides great shopping opportunities as well.",19.06695152,19.06695152
38,2,402200,18,22344.44444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1, ,0,0,0,0,0,0,0,1,1,1,"We are offering for sale 184 sqm apartment in Szilágyi Erzsébet fasor. The flat is on the 2nd floor in a good condition building which has got an elevator. The street facing property consist of 4 bedrooms, a living room, a kitchen and a bathroom. Because of the location public transport is goos so it could be a great opportunity for investment.",19.01853765,19.01853765
39,2,154500,5,30900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale a one bedroom apartment in Iskola utca, next to Batthyány tér and close to the Danube. The street facing property is situated on the 1st floor in a bauhaus-style building whoch has got an elevator. The flat consists of one bedroom, a livingroom, a balcony, kitchen, tiny hall and bathroom. The flat has A/C too. Could be a great investment.",19.03507838,19.03507838
40,2,232200,8,29025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We offer for sale a 87sqm apartment on the 1st floor in District XIII. in Hollán Ernő utca. The apartment is situated in a classical building with elevator. It faces the street and the calm, garden area. It has an open-kitchen, livingroom, 2 bedrooms and walk-in closet, 2 bathrooms and storage room. It is a great opportunity for an investment or ideal home.",19.04948253,19.04948253
41,2,232200,7,33171.42857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,1, Courtyard,1,0,0,0,0,0,0,1,1,1,"We are offering for sale a 73 sqm apartment at Szervita tér, next to the famous shopping street, Váci utca. The property is situated in a beautiful building, on the top floor and it is divided to two parts and it has two entrances. Currently it is used for short term rental. Perfect opportunity because of its prime location.",19.05128206,19.05128206
42,2,195000,5,39000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,1,1, Panoramic,0,0,0,1,0,0,0,1,1,1,"We are offering for sale 58 sqm renovated apartment with a panormaic view to the Danube in Marina part. The property is on the 8th floor in a newly built building which has an elevator. It consists of a bedroom, a living room with open kitchen, a bathroom, a seperate toilet and a balcony. It could be a great opportunity for investment or ideal home as well.",19.06344099,19.06344099
43,2,402200,16,25137.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 167 sqm apartment in Király street. The flat is on the 2nd floor in a classical style building which has got an elevator. The flat consists of 4 bedrooms, living room, kitchen and 2 bathrooms. The public transport is really good so it could be a great investment or ideal home as well.",19.06501497,19.06501497
44,2,133100,6,22183.33333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We are offering for sale 66 sqm good condition apartment in Kerekes utca close to Városliget. The property is situated on the ground floor in a newly built building. The property consists of 1 bedroom, living room, kitchen, bathroom and 18 sqm balcony. It could be great opportunity for home.",19.08052704,19.08052704
45,2,200900,5,40180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3,1,1, Garden,0,0,1,0,0,0,0,1,1,1,"We offer for sale in a 5th District of Budapest in Petőfi Sándor street, a cozy, youthful, demanding 1 + half bedroom, 3rd floor, bright luxury property. Living room + bedroom in one room + separate wardrobe room.",19.05071095,19.05071095
46,2,132800,5,26560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,1, Street,0,0,0,0,0,0,1,1,1,1,"We are offering for sale 62 sqm unrenovated property in JJókai utca close to Nyugati tér. The street facing property is situated on the 3rd floor in a classical style building which has an elevator. The property consists of 1 bedroom, living room, kitchen and bathroom. Because of the location it could be great opportunity for investment.",19.05656636,19.05656636
