ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
504,1,0,0,402,40,10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tábornok utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,46,31,"Furnished, equipped",1,1,0,0,1.5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,"Near Danube, Danube view, Parlament, Pedestrian street, Széll Kálmán square, Vár","47, 49 trams, Matro 4						",,47.5020161,19.1099665,47.5020161,19.1099665,1143,14,24,10,1,7,9,3,0,4,4,0,5,4,8,88,0,5,12
505,1,0,0,742,70,10.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ipoly utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1484,62,31,"Partly furnished, equipped",0,1,1,0,5,-1,Danube,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,Corvin negyed,"4, 6 trams",,47.5196021,19.0572355,47.5196021,19.0572355,1133,13,122,27,1,27,29,13,5,7,5,0,5,82,5,55,1,7,117
506,1,0,0,253,26,9.730769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ady Endre út,"
                1 room                            ",1,0,Brick Apartment,1,0,253,71,19,"Furnished, equipped",1,1,0,0,0.5,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,-1,1,-1,-1,-1,-1,Oktogon,"4, 6 trams","Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.179 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.371 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.371 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.371 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.169 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.735 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.584 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.584 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.174 km )Budapesti Műszaki Főiskola - BMF KGK ( 0.578 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.402 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.402 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.469 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.678 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.693 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.678 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.678 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.850 km )Károli Gáspár Református Egyetem - KRE ( 1.159 km )Károli Gáspár Református Egyetem - KRE BTK ( 0.932 km )Károli Gáspár Református Egyetem - KRE HTK ( 0.891 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 0.964 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.021 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.542 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 0.287 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.055 km )Semmelweis Egyetem - SE ( 0.675 km )Semmelweis Egyetem - SE ÁOK ( 0.675 km )Semmelweis Egyetem - SE EFK ( 1.126 km )Semmelweis Egyetem - SE FOK ( 0.675 km )Semmelweis Egyetem - SE GYTK ( 0.675 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.323 km )Szent István Egyetem - SZIE ÁOTK ( 1.950 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.932 km )Wesley János Lelkészképző Főiskola - WJLF ( 0.728 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 0.376 km )

                    More
                    



",47.453663,19.141343,47.453663,19.141343,1191,19,23,20,1,8,15,0,1,7,2,5,0,1,0,37,0,4,27
507,1,0,0,495,60,8.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lehel tér,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,46,31,"Empty, equipped",0,1,0,1,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1,-1,"13th District in the Lehel Square subway near the newly built house for rent 2 rooms, American kitchen, balcony, upstairs apartment.

Air-conditioned.

Bathroom with bathtub. Separate toilet.

Partly furnished.

Mechanized.

Individual meter.

Excellent transport.

Garage parking is available on request.

The apartment rents 160 thousand HUF/month immediately.

The apartment is long term for rent with 2 monthly deposit and 1 month rental fee. 

If you have any further questions or would like to view the property please call me with confidence on any day of the week if I can't add a recall!",Corvin negyed,"Metro 3 blue						","Általános Vállalkozási Főiskola - ÁVF ( 0.500 km )Budapesti Corvinus Egyetem - BCE-KIK ( 0.849 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.852 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem  - BKÁE ÉTK BCE ÉTK ( 0.449 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.852 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KERTK BCE KERTK ( 0.449 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.852 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE TÁJK BCE TÁJK ( 0.449 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.923 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.351 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.467 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.467 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.842 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.842 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.842 km )Fernuniversitätgesamthochschule in Hagen - FU ( 0.500 km )Gábor Dénes Főiskola - GDF ( 1.176 km )Számalk Rt. School of Economic Studies - SES ( 1.560 km )

                    More
                    



",47.517189,19.0608229,47.517189,19.0608229,1134,13,108,26,2,26,39,13,7,9,6,0,34,78,5,65,1,9,89
508,1,0,0,495,70,7.071428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papnövelde utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,989,62,31,"Empty, furnished as well",1,0,0,1,1,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,At least one year,-1,-1,-1,-1,-1,"In District 5, in Papnovelde street, a 70 sqm 2 + 1 half room, renovated, first floor, immediately moveable apartment is for rent.

The cost of living and the common cost together is roughly 30000 HUF per month, but it obviously depends on consumption as well.
It is currently unfurnished, but it is rented even if it is arranged for discussion.
Pets are not allowed in the apartment and smoking.

Minimum rental period is 1 year.
The apartment can be moved immediately by paying a 2 month deposit and a monthly rent of the same month!",Corvin negyed,Metro 2 red,,47.4909335,19.0572728,47.4909335,19.0572728,1056,5,521,82,12,99,35,39,25,28,2,4,102,159,2,41,0,4,582
509,1,0,0,572,75,7.626666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernő utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1144,62,31,"Furnished, equipped",1,1,0,0,-0.5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,"Inside Nagykörút, Nyugati square, Oktogon","4, 6 trams, 7 bus, Metro 2 red, Matro 4						",,47.4781952,19.0838061,47.4781952,19.0838061,1094,9,52,52,0,6,28,0,4,14,2,0,5,4,2,59,0,3,59
510,1,0,0,402,40,10.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bethlen Gábor utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,804,46,34,"Empty, equipped",0,1,0,1,2,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,newlife.alberlet.hu,"Astoria, Inside Nagykörút, Pedestrian street","4, 6 trams, 7 bus, Metro 2 red						",,47.5052598,19.0778501,47.5052598,19.0778501,1071,7,141,31,4,27,29,6,14,8,1,0,29,57,1,37,1,1,136
511,1,0,0,495,62,7.983870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Vácegres utca,"
                1 room                 + 2 half room            ",1,2,Block Apartment,0,1,989,62,31,"Partly furnished, equipped",0,1,1,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,Móricz Zsigmond square,"47, 49 trams, Metro 1 historic line, Metro 3 blue, Metro 2 red",,47.5778135,19.1272731,47.5778135,19.1272731,1151,15,2,2,0,0,0,0,0,2,0,0,0,0,0,8,0,2,5
512,1,0,0,402,35,11.48571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zoltán utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,62,37,"Furnished, equipped",1,1,0,0,4,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"Flat is for rent in the V. district, Zoltán street. 4th floor (there is an elevator), 35 sqm, 1 room. FURNISHED and with basic household machines EQUIPPED. 
The common cost is 12.000 HUF/ month, INCLUDING THE FEE OF WATER.
Utilities have to ba paid by consumption, this cost was eralier around 15-20.000 HUF/ month maximum.
We recommend this flat for a couple or for a single person. PETS ARE ALLOWED (dogs not).
You can move INMEDIATLEY with two months deposit and first rental fee for at least one year.","Jászai Mari square, Nyugati square","47, 49 trams, Metro 1 historic line, Metro 3 blue, Metro 2 red						",,47.50405485,19.04753525,47.50405485,19.04753525,1054,5,360,18,5,59,18,31,23,14,1,9,17,101,1,41,2,3,256
513,1,0,0,464,60,7.733333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Széher út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,927,62,31,"Partly furnished, equipped",0,1,1,0,1,-1,View to the hills,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,-1,-1,-1,-1,-1,"2nd District Széher on the road for rent on a 1 floor mountainous panorama, 60 m2 apartment. The property is well-distributed and comfortable with livable spaces. Partly furnished, mechanized. The heating gas is Hera. Now he has undergone a purity painting. 

The common cost includes a surface, yard parking possibility for a vehicle.

Pet may be subject to discussion.

Rent: 150.000 HUF/month common cost: 10.000 HUF/person/month which includes unlimited water use per capita. All additional residential plus 3.000 HUF/person/month Minimum 1-year contract for a 2-month deposit and for the given month's rent can be moved. 

Contact: Roza Szilagyi","Andrássy street, Bazilika, Deák square","4, 6 trams, Metro 1 historic line						",,47.5209691,18.9868808,47.5209691,18.9868808,1021,2,8,17,2,2,11,4,0,4,0,2,1,2,0,24,0,3,98
