ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
2018,1,0,0,900,50,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kodály körönd,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2700,142,77,"Furnished, new furniture",1,0,0,0,3,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,1,-1,"WE HAVE LOTS OF LUXURY APARTMENTS IN THIS BUILDING! PLEASE WRITE ME WHAT KIND OF FLAT ARE YOU LOOKING FOR, AND I WILL SEND YOU THE ACTUALLY APARTMENT'S LIST!  

6. disctrict, near Kodály körönd, in a nice newly built house, different sizes apartments are for rent.  

This flat is 50,25m2, it is on the 3rd floor. There is a lift in the house.  

The flat has: an american kitchen (5,96m2) - living room (29,73m2), a bedroom (9,73m2), a bathroom with a toilet (4,83m2) and a 9,13m2 balcony.   

Nice, modern, new furniture. It is fully furnished and equipped.  

Operating costs: 71.500 HUF/month (includes the common cost, the TV + internet fee and utility costs).  

In the underground garage you can rent a parking place (net 150 EUR/month).  

The house luxurious facilities provide a romantic inner garden with waterfall, it has a rooftop sun terrace, secure underground parking, 24-hour security service, reception service, cleaning service, on-site technical maintenance and there is a bike storage.  

The building is close to the UNESCO world heritage protected Andrássy Avenue with unique atmosphere and picturesque architecture.  

YOU CAN MOVE IMMEDIATELY!  

Animals are not allowed.  

The rental fee: net 900 EUR/month + utilities (rental for minimum 1 year, caution for 3 months required).  

The number of the flat: 335.  

Realtor is fluent in English, German and Russian. ",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.374 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.659 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 1.797 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 1.797 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 1.797 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.063 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.643 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.330 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.330 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.094 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.919 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.793 km )Közép-Európai Egyetem - KEE ( 0.206 km )Károli Gáspár Református Egyetem - KRE ( 1.566 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.665 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.986 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.963 km )Magyar Képzőművészeti Egyetem - MKE ( 1.310 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.651 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.522 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.301 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.486 km )Semmelweis Egyetem - SE EFK ( 1.429 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.266 km )Szent István Egyetem - SZIE ÁOTK ( 1.986 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.980 km )Central European University - CEU ( 0.206 km )

                    More
                    



",47.510053000000006,19.0704538,47.510053000000006,19.0704538,1062,6,1722,238,24,320,222,104,132,102,19,23,260,564,21,19,377,7,44,1876
2019,1,0,0,1206,70,17.22857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Veres Pálné utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2411,62,142,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.4908526,19.0563049,47.4908526,19.0563049,1053,5,2022,331,34,367,233,124,145,126,18,15,365,621,26,18,550,5,39,2608
2020,1,0,0,331,41,8.073170732000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kerepesi út,"
                1 room                            ",1,0,Brick Apartment,1,0,662,62,28,"Empty, equipped",0,1,0,1,3,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,-1,-1,-1,-1,-1,-1,,,,47.50352904,19.13071642,47.50352904,19.13071642,1148,14,136,104,4,26,60,8,7,26,7,7,24,24,19,7,466,0,21,187
2021,1,0,0,495,57,8.684210526000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ráth György utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,46,77,"Empty, equipped",0,1,0,1,1,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.5011282,19.0188354,47.5011282,19.0188354,1122,12,592,138,10,118,136,56,46,57,8,13,190,223,14,8,364,1,23,1588
2022,1,0,0,371,27,13.74074074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napfény utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,12,"Furnished, equipped",1,1,0,0,3,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,-1,-1,-1,-1,-1,-1,,,,47.4603965,19.1147919,47.4603965,19.1147919,1098,9,77,83,4,25,49,7,14,20,6,4,4,14,15,6,236,0,13,210
2023,1,0,0,464,60,7.733333332999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mogyoródi út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,927,62,46,"Furnished, equipped",1,1,0,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,-1,-1,-1,-1,-1,,,,47.514373,19.126314,47.514373,19.126314,1141,14,162,113,6,35,78,8,10,28,9,5,25,32,17,9,440,0,27,201
2024,1,0,0,402,43,9.348837209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Irinyi József utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,46,31,"Furnished, equipped",1,1,0,0,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,reximmobilia.alberlet.hu,,,,47.4753434,19.056490300000004,47.4753434,19.056490300000004,1117,11,1098,272,17,216,157,67,89,89,9,6,246,408,16,9,554,4,33,2058
2025,1,0,0,371,30,12.36666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lágymányosi utca,"
                1 room                            ",1,0,Brick Apartment,1,0,742,46,31,"Furnished, equipped",1,1,0,0,0,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,diamond.alberlet.hu,,,,47.4775877,19.0525367,47.4775877,19.0525367,1111,11,1283,284,19,234,159,92,99,97,9,8,257,445,15,9,560,4,36,2199
2026,1,0,0,278,39,7.128205127999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Besnyői utca,"
                1 room                            ",1,0,Brick Apartment,1,0,556,46,31,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,,,"Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.181 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.880 km )Baptista Teológiai Akadémia - BTA ( 0.142 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.913 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.132 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.387 km )McDaniel College - MCDC ( 1.028 km )Magyar Képzőművészeti Egyetem - MKE ( 0.923 km )Magyar Táncművészeti Főiskola - MTF ( 1.454 km )Szent István Egyetem - SZIE ÁOTK ( 1.042 km )Szent István Egyetem - SZIE-YMÉK ( 1.422 km )

                    More
                    



",47.5036971,19.106804500000006,47.5036971,19.106804500000006,1143,14,271,118,9,67,100,21,26,41,10,5,63,82,28,10,485,1,27,562
2027,1,0,0,1500,90,16.66666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corvin sétány,"
                3 rooms                 + 1 half room            ",3,1,Brick Apartment,1,0,3000,-1,99,"Furnished, equipped",1,1,0,0,8,-1,View to the city,0,0,0,0,0,0,0,0,0,0,0,0,1,0,At least one year,-1,1,-1,-1,-1,"Rent a nice furinshed 90 sqm apartment with 40 sqm balcony, in a new building, Corvin passage. 1500 euro the rental fee.
(Rental for minimum 1 year, caution for 2 months required.)
",,,,47.4857949,19.076159,47.4857949,19.076159,1082,8,1594,272,24,287,193,88,143,98,10,9,281,465,27,10,479,4,32,1971
