ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
1512,1,0,0,433,42,10.30952381,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hamzsabégi út,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,866,46,31,Furnished or unfurnished,1,0,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.4729202,19.0379231,47.4729202,19.0379231,1114,11,576,174,11,124,103,31,38,53,5,2,154,288,20,549,3,36,1776
1513,1,0,0,773,57,13.56140351,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Csata utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1546,46,37,"Furnished, equipped",1,1,0,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,pesthouse.alberlet.hu,,,-1,47.5293175,19.0783254,47.5293175,19.0783254,1135,13,297,125,6,79,132,37,30,39,13,10,62,194,17,271,1,59,712
1514,1,0,0,618,96,6.4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fö utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,618,155,46,Partly furnished,0,0,1,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,-1,-1,1,-1,-1,-1,,,,47.510367,19.0382749,47.510367,19.0382749,1027,2,1584,189,19,308,202,111,110,85,19,20,291,503,22,461,6,33,1962
1515,1,0,0,495,42,11.78571429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Béke utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,989,62,25,"Furnished, equipped",1,1,0,0,2,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,1,"Perfect quiet flat at a perfect location for staying in Bp.   
With 2 rooms. Low costs.   
Available immediatelly.   
Only for long term. Two month deposit and first month rental price.",,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 1.538 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.827 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.250 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.374 km )Baptista Teológiai Akadémia - BTA ( 1.267 km )Eötvös Loránd Tudományegyetem - ELTE ( 1.707 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 1.707 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 1.357 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.882 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.150 km )Közép-Európai Egyetem - KEE ( 1.063 km )Károli Gáspár Református Egyetem - KRE ( 1.866 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.833 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 0.386 km )McDaniel College - MCDC ( 1.425 km )Magyar Képzőművészeti Egyetem - MKE ( 0.462 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.543 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.618 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 1.759 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.584 km )Semmelweis Egyetem - SE EFK ( 1.427 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.213 km )Szent István Egyetem - SZIE ÁOTK ( 1.302 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 1.596 km )Central European University - CEU ( 1.063 km )

                    More
                    



",47.5446996,19.0878065,47.5446996,19.0878065,1131,13,155,124,4,60,93,13,18,29,3,14,28,91,12,238,0,67,568
1516,1,0,0,371,35,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Csertő park,"
                1 room                            ",1,0,Block Apartment,0,1,742,62,-1,"Furnished, equipped",1,1,0,0,11,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,-1,-1,1,1,"For rent: Great condition, comfortable fully furnished studio apartment with a stunning panorama to the Buda hills and the Parliament!    

Aside from the great infrastructure of several supermarkets (Spar, Penny Market) eateries, pharmacies, an IKEA and a mall (Árkád) the flat is located in a nice, quite neighborhood facing a square. The residents are calm and quite, the place is a real island of peace after a long day's work.    

The home is fully furnished: electric stove, fridge, microwave, washing machine, dining table with chairs, sofa bed, all you could need.    

Perfect for young couples, singles or uni students.",,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.444 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.409 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.838 km )Közép-Európai Egyetem - KEE ( 1.160 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.536 km )Magyar Képzőművészeti Egyetem - MKE ( 1.523 km )Central European University - CEU ( 1.160 km )

                    More
                    



",47.5108419,19.1431049,47.5108419,19.1431049,1144,14,99,94,4,17,41,5,3,24,3,2,16,20,17,345,0,16,157
1517,1,0,0,433,54,8.018518519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Üllői út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,866,62,31,"Furnished, equipped",1,1,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.4669079,19.12111,47.4669079,19.12111,1091,9,106,88,4,26,58,11,19,32,5,6,10,18,17,304,0,16,259
1518,1,0,0,526,52,10.11538462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teréz körút,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1051,62,31,Empty,0,0,0,1,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,1,-1,-1,-1,,,,47.5084735,19.0583047,47.5084735,19.0583047,1066,6,1954,256,32,360,241,132,139,106,21,20,386,638,18,425,7,39,2392
1519,1,0,0,1082,85,12.72941176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belgrád rakpart,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2164,77,77,"Furnished, equipped",1,1,0,0,4,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.4887515,19.0542845,47.4887515,19.0542845,1056,5,1966,322,33,352,227,123,142,120,18,15,339,609,23,540,5,40,2599
1520,1,0,0,1005,100,10.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szent István körút,"
                3 rooms                 + 1 half room            ",3,1,Brick Apartment,1,0,2009,77,68,"Furnished, equipped",1,1,0,0,3,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,"Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.929 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.721 km )Eötvös Loránd Tudományegyetem - ELTE IK ( 1.133 km )Eötvös Loránd Tudományegyetem - ELTE TÁTK ( 1.133 km )Eötvös Loránd Tudományegyetem - ELTE TTK ( 1.133 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.876 km )Pázmány Péter Katolikus Egyetem - PPKE ITK ( 1.660 km )Semmelweis Egyetem - SE ( 1.867 km )Semmelweis Egyetem - SE ÁOK ( 1.867 km )Semmelweis Egyetem - SE FOK ( 1.867 km )Semmelweis Egyetem - SE GYTK ( 1.867 km )Wekerle Sándor Üzleti Főiskola - WSUF ( 1.538 km )

                    More
                    



",47.5119888,19.0514866,47.5119888,19.0514866,1137,13,1808,222,26,334,213,126,136,97,21,20,327,594,18,482,7,36,2137
1521,1,0,0,742,70,10.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tóth Kálmán utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1484,62,31,"Furnished, equipped",1,1,0,0,5,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.4736678,19.074989,47.4736678,19.074989,1097,9,811,226,17,123,146,37,81,68,8,3,220,285,12,457,2,24,1575
1522,1,0,0,495,64,7.734375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fő utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,989,62,62,"Furnished, equipped",1,1,0,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,Yes,-1,fh.alberlet.hu,,,,47.5041548,19.0383974,47.5041548,19.0383974,1011,1,1765,214,22,326,210,122,123,95,21,22,329,560,19,450,6,31,2331
1523,1,0,0,680,68,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kacsa utca,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1360,62,31,"Furnished, equipped",1,1,0,0,6,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.5099385,19.0361883,47.5099385,19.0361883,1027,2,1513,183,18,297,200,112,105,85,19,22,280,484,20,459,6,31,1979
1524,1,0,0,371,31,11.96774194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orczy tér,"
                1 room                            ",1,0,Brick Apartment,1,0,742,31,28,"Furnished, equipped",1,1,0,0,0,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,1,-1,-1,-1,"- Rent: 375 Eur/ 120000 HUF 
- common cost: 9000 HUF ( including water,heating, building reception ) 
- size: 31 sqrm 
- Ground floor 
- Freshly-renovated studio apartment is available in the 8th district with great access to anywhere in the city.
- The f",,,,47.4890743,19.0916049,47.4890743,19.0916049,1086,8,944,233,15,154,164,39,85,76,13,3,208,248,31,471,2,27,1121
1525,1,0,0,584,62,9.419354839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fejér György utca,"
                1 room                 + 2 half room            ",1,2,Brick Apartment,1,0,1169,25,90,"Empty, equipped",0,1,0,1,3,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,diamond.alberlet.hu,,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.592 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 0.972 km )Baptista Teológiai Akadémia - BTA ( 1.573 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 1.627 km )Heller Farkas Gazdasági és Turisztikai Szolgáltatások Főiskolája - HFF ( 1.856 km )Közép-Európai Egyetem - KEE ( 1.314 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.177 km )Magyar Képzőművészeti Egyetem - MKE ( 1.016 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.981 km )Szent István Egyetem - SZIE ÁOTK ( 1.965 km )Central European University - CEU ( 1.314 km )

                    More
                    



",47.4898959,19.0582301,47.4898959,19.0582301,1056,5,1973,327,34,357,228,122,148,126,16,15,354,602,21,524,5,38,2525
1526,1,0,0,402,36,11.16666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rózsa utca,"
                1 room                            ",1,0,Brick Apartment,1,0,804,46,31,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,fh.alberlet.hu,,,,47.507188,19.069673,47.507188,19.069673,1068,6,1872,256,27,336,225,121,143,102,21,15,309,593,22,385,7,42,1984
1527,1,0,0,386,38,10.15789474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lágymányosi utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,773,46,31,"Partly furnished, equipped",0,1,1,0,2,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"Located at the university, near the Gellért Square, the ALLÉ is only 5-6 minutes walking distance, in a quiet Platan street, in the Bauhaus style close to Gellért square, in good condition, in a clear elevator house 2. Floor 38 sqm (1 Big Room, + 1 hall, entrance room, bathroom, kitchenette) furnished with or without a rent. Public transportation and shopping are excellent: The proximity of the 4, 6, 47, 49, 19, 56 trams, 4 Metro stops by the 133 bus stations are available. Move to: 2018. From Dec. 15.0.",,,,47.4775877,19.0525367,47.4775877,19.0525367,1111,11,1283,284,19,234,159,92,99,97,9,8,257,445,15,560,4,36,2199
1528,1,0,0,371,34,10.91176471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bartók Béla út,"
                1 room                            ",1,0,Brick Apartment,1,0,742,31,15,"Furnished, equipped",1,1,0,0,1,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,,,"Budapest Kortárstánc Főiskola - BHF ( 1.964 km )Harsányi János Főiskola - HJF ( 1.664 km )
",47.4747264,19.038545,47.4747264,19.038545,1113,11,726,194,14,162,113,49,45,55,5,2,177,330,16,559,3,35,1955
1529,1,0,0,402,37,10.86486486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Váci út,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,804,46,31,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"In the 13th district, near to Dózsa György road metro station, we provide a renovated apartment with one and a half-room  for a long time, minimum one year.

-1. Floor, there is elevator
-37 sqm, one plus halfroom, rooms are separated
-kitchenette
-furnished, mechanized (there isn't oven)
-Rent: 130 000 HUF/month
-common cost: 10 860 HUF
-heating flat rate: 10 000 ft  
-For a single-head for the publishing of couples. Petsare  not allowed 

You can move with 2 monthly deposit and the first monthly rental fee. 
",,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 0.912 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.432 km )Baptista Teológiai Akadémia - BTA ( 1.851 km )Közép-Európai Egyetem - KEE ( 1.683 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.651 km )Magyar Képzőművészeti Egyetem - MKE ( 1.437 km )Central European University - CEU ( 1.683 km )

                    More
                    



",47.5366395,19.0683298,47.5366395,19.0683298,1138,13,292,110,5,74,107,31,25,32,7,12,109,194,26,339,0,62,843
1530,1,0,0,556,62,8.967741935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Karolina út,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1113,56,37,"Partly furnished, equipped",0,1,1,0,0.5,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,1,-1,-1,-1,,,-1,47.4778304,19.0321287,47.4778304,19.0321287,1113,11,642,190,15,154,126,48,41,68,8,2,156,316,22,615,3,37,1923
1531,1,0,0,800,70,11.42857143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ipar utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,1600,62,34,"Furnished, equipped",1,1,0,0,2,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,"Bright, 70 sqm, fully furnished 3 rooms papartment  with sophisticated kitchen and bathroom mechanization and equipment.  The apartment is located in the neighborhood of Corvinus University, Semmelweis University (SOTE), Eotwos Lorant University (ELTE), Andrássy University, CEU. Close to any stop of tram line 4-6, 2, underground 3(blue), 4(green). It is furnished to high standard. 2 separate bedrooms, 1 living room, 1 kitchen, 1 bathroom.  Electrical heating, no gas in the apartment for grater security. Parking in the street for fee, or near in garage. Equipments: Wi-fi router, fridge, microwave oven, toaster, washing mashine, cutlery and disches, vacuum-cleaner, dishwasher, iron, bed-linen, towel, ironing board, LCD TV. Apartment is on the 2th floor of 5. Around your block, you´ll find plenty of shops and restaurants
Students, businessmen, businessewomen are welcomed! 
Common charge: 11.000 HUF/mo
Added costs: water, electricity billed by consumption based on meter
Wifi internet: 3000 HUF/mo
",,,,47.4783878,19.070893,47.4783878,19.070893,1095,9,1227,249,19,221,164,64,115,94,8,7,252,391,16,498,2,29,2006
1532,1,0,0,589,42,14.02380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Népfelkelő utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1178,46,15,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,Yes,1,-1,-1,-1,-1,,,"Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.640 km )Eötvös Loránd Tudományegyetem - ELTE TÓFK ( 1.556 km )Közép-Európai Egyetem - KEE ( 1.622 km )Semmelweis Egyetem - SE TSK ( 1.334 km )Central European University - CEU ( 1.622 km )

                    More
                    



",47.5527799,19.1188426,47.5527799,19.1188426,1154,15,121,103,3,42,74,5,21,37,3,5,9,15,5,171,0,43,526
1533,1,0,0,1280,93,13.76344086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zsolt utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2560,-1,102,"Furnished, equipped",1,1,0,0,1,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,1,-1,-1,"In the Zsolt Yard, I., a high-quality, furnished, 93 sqm luxury apartment, overlooking the quiet inner garden, with a 10 sqm terrace and garage.  
The kitchen, with its built-in kitchen furniture, dishwasher, ceramic stove, microwave oven, a high-performance coffee maker, has a large chamber where the washing machine is housed. The large floor area offers a dining room in the kitchen. From here, respectively. The garder's lobby opens out to the precious furnishings, a leather sofa and a living room with a large plasma-screen TV. 
The living room is the exit on the terrace, with an articulated doorway. 
Summer warmth relieves both air conditioning equipment. 
There are 2 bedrooms and a bathroom with a bathtub and shower and a toilet, in two directions from the living room with a built-in wardrobe. There are also separate guest toilets near the entrance. 

The new building, with its newly built, underground garage, is available for an additional 105 euros for a car. If you have more than one car, it is not a problem to rent another room or a storage room. Common cost is EUR 105. According to overhead consumption. 

The apartment can be booked with 2 monthly deposit and can be moved from 1 December. 

Call at anytime!",,,,47.4908397,19.0311757,47.4908397,19.0311757,1016,1,1335,209,23,249,164,113,82,93,11,18,266,471,20,484,3,32,2309
1534,1,0,0,340,30,11.33333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Szerémi sor,"
                1 room                            ",1,0,Brick Apartment,1,0,680,43,49,"Furnished, equipped",1,1,0,0,-2,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,,,,47.4717982,19.0513735,47.4717982,19.0513735,1117,11,837,211,18,157,123,44,69,68,8,2,201,339,15,554,3,30,1884
1535,1,0,0,309,33,9.363636364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Csilla utca,"
                1 room                            ",1,0,Brick Apartment,1,0,618,93,31,"Furnished, equipped",1,1,0,0,4,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,-1,,,-1,47.4891457,19.1189014,47.4891457,19.1189014,1101,10,125,86,2,24,57,10,18,34,7,3,17,16,30,413,0,17,227
1536,1,0,0,526,66,7.96969697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bartók Béla út,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1051,62,43,"Partly furnished, equipped",0,1,1,0,3,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,At least one year,Yes,1,-1,-1,-1,"Quiet bright 2and half bedroom apartment for rent on the Béla Bartók road 170 000 Ft. Kosztolányi Dezso tér near the Kosztolányi dezső tér, in a nice tidy, quiet house for rent a living room + two rooms, furnished 66 m2 apartment. The small room has a window with a view of the internal garden. The two larger rooms overlook each other. Mechanized (with washing machine, fridge and boiler). Separate toilet, separate bathroom, pantry. It has its own gas electricity and water clock. Common cost 10.560 HUF per month, the overhead is consumed according to consumption. 170 000 HUF + overhead per month. May be moved from the 1st of December.
To inquire:
ybar2008@gmail.com",,,,47.4711197,19.0303232,47.4711197,19.0303232,1115,11,353,155,6,84,91,17,34,44,2,0,71,213,20,650,3,31,1584
1537,1,0,0,340,48,7.083333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rokolya utca,"
                1 room                            ",1,0,Brick Apartment,1,0,680,46,40,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,1,-1,-1,ujotthon.alberlet.hu,,,"Andrássy Gyula Budapesti Német Nyelvű Egyetem - ANNYE ( 0.936 km )Általános Vállalkozási Főiskola - ÁVF ( 1.790 km )Budapesti Corvinus Egyetem - BCE-KIK ( 1.576 km )Budapesti Gazdasági Főiskola - BGF KVIFK ( 1.537 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE BCE ( 0.984 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem  - BKÁE ÉTK BCE ÉTK ( 1.821 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE GTK BCE GTK ( 0.984 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KERTK BCE KERTK ( 1.821 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE KTK BCE KTK ( 0.984 km )Budapesti Közgazdaságtudományi és Államigazgatási Egyetem - BKÁE TÁJK BCE TÁJK ( 1.821 km )Budapesti Corvinus Egyetem - BKÁE TK BCE TK ( 1.235 km )Bhaktivedanta Hittudományi Főiskola - BKTF ( 1.667 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME ÉSZK ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME GTK ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME KSK ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME TTK ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME VIK ( 1.880 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-ÉŐK ( 1.329 km )Budapesti Műszaki és Gazdaságtudományi Egyetem - BME-VBK ( 1.329 km )Budapesti Műszaki Főiskola - BMF BGK ( 1.569 km )Eötvös Loránd Tudományegyetem - ELTE ( 0.658 km )Eötvös Loránd Tudományegyetem - ELTE ÁJK ( 0.658 km )Eötvös Loránd Tudományegyetem - ELTE BTK ( 0.687 km )Eötvös Loránd Tudományegyetem - ELTE PPK ( 0.992 km )Fernuniversitätgesamthochschule in Hagen - FU ( 1.790 km )Közép-Európai Egyetem - KEE ( 0.780 km )Károli Gáspár Református Egyetem - KRE ( 0.913 km )Károli Gáspár Református Egyetem - KRE BTK ( 1.126 km )Károli Gáspár Református Egyetem - KRE HTK ( 1.299 km )Liszt Ferenc Zeneművészeti Egyetem - LFZE ( 1.442 km )Magyar Képzőművészeti Egyetem - MKE ( 1.922 km )Országos Rabbiképző - Zsidó Egyetem - OR ZSE ( 1.408 km )Pázmány Péter Katolikus Egyetem - PPKE ( 1.103 km )Pázmány Péter Katolikus Egyetem - PPKE HTK ( 0.544 km )Pázmány Péter Katolikus Egyetem - PPKE JÁK ( 1.079 km )Semmelweis Egyetem - SE ( 1.409 km )Semmelweis Egyetem - SE ÁOK ( 1.409 km )Semmelweis Egyetem - SE EFK ( 1.152 km )Semmelweis Egyetem - SE FOK ( 1.409 km )Semmelweis Egyetem - SE GYTK ( 1.409 km )Színház- és Filmművészeti Egyetem - SZFE ( 1.119 km )Sapientia Szerzetesi Hittudományi Főiskola - SSZHF ( 0.132 km )Central European University - CEU ( 0.780 km )

                    More
                    



",47.5415765,19.0917436,47.5415765,19.0917436,1131,13,156,128,6,69,102,13,23,31,3,14,35,92,14,232,0,68,555
1538,1,0,0,464,55,8.436363636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Neszmélyi út,"
                2 rooms                 + 1 half room            ",2,1,Block Apartment,0,1,927,31,34,"Furnished, equipped",1,1,0,0,2,-1,To the courtyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,At least one year,-1,-1,-1,-1,-1,"Budapest XI. in Gazdagrét Neszmélyi street 2nd floor, 53 sqm, 3 rooms, district heating, furnished flat for rent. Common cost 11000 HUF. 
Rental fee 150.000 HUF/month + 2 months deposit. 
More information ",,,,47.460401,19.0146926,47.460401,19.0146926,1112,11,113,111,3,39,70,8,20,25,2,0,21,101,20,484,2,21,931
1539,1,0,0,433,45,9.622222222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orczy tér,"
                2 rooms                            ",2,0,Brick Apartment,1,0,866,31,34,"Furnished, equipped",1,1,0,0,2,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,"Flat for rent in Orczy Forum 45 nm 2 rooms, fully furnished well equipped.
Rent a fee 140000 Ft + utilities.
Deposit 2 moth.",,,,47.4890743,19.0916049,47.4890743,19.0916049,1086,8,944,233,15,154,164,39,85,76,13,3,208,248,31,471,2,27,1121
1540,1,0,0,1793,110,16.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boróka utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,3586,77,87,"Empty, furnished as well",1,0,0,1,3,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,budapestalberletek.alberlet.hu,,,,47.5259864,19.0275618,47.5259864,19.0275618,1025,2,510,129,4,104,132,32,38,51,8,9,204,260,9,438,3,31,1503
