Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3437.5, Forgách utca 32.,32,2,-1,1,garden view,1,0,0,not available,0,not available,0,1 room,1,0,in good condition,0,1,0,0,0,0,full bath,0,0,0,not specified,1,4,less than 3 m,natural gas (convector),1,0,0,0,0,no,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,-1,not specified, Busz   32   120   ,47.53841,19.07777,47.53841,19.07777,1139,13
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,3809.52381, Dunyov István utca 6,42,3,-1,-1,street view,0,0,1,available,1,not available,0,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,BB,0,6,less than 3 m,central heating (metered),0,0,0,0,1,no,together,0,1,South,0,1,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   1    Metró   M3    Busz   26   32   34   106   120    Éjszakai   901   918   937   950   950A   ,47.529365999999996,19.066616,47.529365999999996,19.066616,1134,13
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3437.5, Budafoki út 35,32,4,-1,1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,not specified,0,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   19   41   47   47B   48   49   56   56A   6    Busz   133E   6   33    Éjszakai   973   907   ,47.478626,19.05361,47.478626,19.05361,1111,11
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2553.1914890000003, Orczy út 46-48,47,1,-1,1,not specified,0,0,0,not specified,-1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,2,not specified,central heating (metered),0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   4   6   24   24G   28   28A   37   37A   62    Busz   217E   9   99    Éjszakai   909    Troli   83   ,47.4871,19.092836,47.4871,19.092836,1089,8
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,3571.428571, Belváros,56,5,-1,-1,panoramic,0,1,0,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,5,not specified,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion,-1,47.49175,19.054825,47.49175,19.054825,1056,5
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,5000.0, Belső-Terézváros,90,mezzanine floor,-1,1,garden view,1,0,0,not specified,-1,available,1,1 + 1 half room,1,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,not specified,central heating (metered),0,0,0,0,1,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,3 sqm,not specified,-1,47.505077,19.058195,47.505077,19.058195,1065,6
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000,2960.0, Gárdonyi Géza út,125,1,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,2 + 2 half room,2,2,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,combination boiler,0,0,1,0,0,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,not specified,36 sqm,not specified, Busz   11   111    Éjszakai   931   ,47.525253,19.007105,47.525253,19.007105,1026,2
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,2571.428571, Flottilla utca,70,not specified,-1,1,not specified,0,0,0,not specified,-1,-1,-1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,loft conversion,-1,47.58905,19.088820000000002,47.58905,19.088820000000002,1044,4
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,3250.0, Mária utca 2.,40,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   28A   4   6   28   37   37A   62    Metró   M4    Busz   108E   133E   5   6   7   110   112   178   8E   9    Éjszakai   973   916   956   990   908   907   931   923   909    Troli   83   ,47.492603,19.069284,47.492603,19.069284,1085,8
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,4062.5, Bartók Béla út 98-102,32,6,-1,1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,8,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,South,0,1,0,0,0,0,0,0,no,5 sqm,no loft conversion, Villamos   19   41   47   48   49    Busz   7   15   53   58   114   141   150   153   154   154B   212   213   214   240    Éjszakai   907   908   918   940   941   972   972B   ,47.47374,19.036747000000002,47.47374,19.036747000000002,1115,11
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000,3302.325581, Bauer Sándor utca 5.,43,2,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,BB,0,6,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,West,0,0,0,1,0,0,0,0,not specified,4 sqm,no loft conversion, Villamos   28   28A   37   37A   4   62    Metró   M4    Busz   217E   99   ,47.492752,19.080605,47.492752,19.080605,1086,8
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,3809.52381, Visegrádi utca 15.,42,2,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,2,less than 3 m,combination boiler,0,0,1,0,0,no,together,0,1,West,0,0,0,1,0,0,0,0,not specified,-1,top floor, Metró   M3    Busz   15   91   115   191   291    Éjszakai   914   914A   923   931   934   950   950A    Troli   75   76   ,47.513878000000005,19.055206,47.513878000000005,19.055206,1132,13
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,4393.939394, Attila út 47.,33,2,-1,-1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   56   56A    Busz   16   116   16A   5   105   178    Éjszakai   916   956   ,47.49649,19.034962,47.49649,19.034962,1013,1
13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,2900.0, Pozsony utca,50,2,-1,1,garden view,1,0,0,not available,0,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,3,not specified,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   12    Busz   12   96   124   225   270   296   296A   231   224   170   104   204   104A   125    Éjszakai   950   ,47.567609999999995,19.11972,47.567609999999995,19.11972,1151,15
14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,4000.0, Gellérthegy,30,ground floor,-1,1,garden view,1,0,0,not available,0,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,3,less than 3 m,other,0,0,0,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,not specified,-1,47.487384999999996,19.03715,47.487384999999996,19.03715,1016,1
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3750.0, Szent István park 21,40,7,-1,-1,panoramic,0,1,0,available,1,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,7,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,top floor, Busz   15   115    Troli   75   76   ,47.517959999999995,19.052843,47.517959999999995,19.052843,1137,13
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,5568.181818, Bimbó út 59,44,1,-1,1,panoramic,0,1,0,not available,0,available,1,2 room,2,0,mint,0,0,0,0,0,1,not specified,0,0,0,not specified,1,4,not specified,combination boiler,0,0,1,0,0,no,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Busz   11   111   91   291    Éjszakai   931   ,47.51758,19.02188,47.51758,19.02188,1022,2
17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,4720.0, Orló utca 19,125,3,-1,1,panoramic,0,1,0,available,1,available,1,3 room,3,0,newly built,1,0,0,0,0,0,luxury,0,0,1,AA++,0,3,less than 3 m,padlófűtés,0,0,0,0,0,no,separate and together too,1,0,Southwest,0,0,0,0,0,0,1,0,no,100 sqm,no loft conversion, Busz   5   91   149   291   ,47.5194,19.005016,47.5194,19.005016,1026,2
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,7662.337662000001, Nádor utca,77,3,-1,-1,not specified,0,0,0,available,1,available,1,2 + 1 half room,2,1,mint,0,0,0,0,0,1,luxury,0,0,1,not specified,1,3,not specified,not specified,0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2    Busz   15   16   105   115    Éjszakai   916   990   ,47.50189,19.04884,47.50189,19.04884,1051,5
19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000,3409.0909090000005, Krisztina körút,110,2,-1,1,street view,0,0,1,not available,0,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,3,not specified,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,not specified, Villamos   17   56   56A   59   59A   59B   61    Metró   M2    Busz   5   16   39   102   116   128   129   139   140   140A   142   16A   21   21A    Éjszakai   916   956   960   990   ,47.503456,19.023982999999998,47.503456,19.023982999999998,1122,12
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,3571.428571, Bolgárkertész utca,35,3,-1,1,garden view,1,0,0,not available,0,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,4,less than 3 m,natural gas (convector),1,0,0,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   3   62   62A    Metró   M2   ,47.504086,19.128569,47.504086,19.128569,1148,14
21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,4545.4545450000005, Róbert Károly körút,44,2,-1,-1,garden view,1,0,0,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,4,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   1    Metró   M3    Busz   15   26   32   34   106   115   120    Éjszakai   901   918   937   950   950A   ,47.534195000000004,19.064842000000002,47.534195000000004,19.064842000000002,1138,13
22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2926.829268, Turán tér 8,41,2,-1,1,garden view,1,0,0,not specified,-1,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,BB,1,3,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,East,0,0,1,0,0,0,0,0,no,5 sqm,no loft conversion, Villamos   3   62   62A    Busz   32    Éjszakai   907    Troli   77   82   ,47.517567,19.122882999999998,47.517567,19.122882999999998,1149,14
23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,3076.923077, Bajza utca,65,3,-1,1,street view,0,0,1,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,5,not specified,central heating,0,0,0,0,1,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,not specified,4 sqm,no loft conversion, Troli   70   74   78   ,47.50759,19.07584,47.50759,19.07584,1071,7
24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2727.272727, Bánya utca 11,55,ground floor,-1,-1,garden view,1,0,0,available,1,not available,0,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,AA++,0,3,less than 3 m,heat pump,0,0,0,0,0,yes,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,30 sqm,no loft conversion, Villamos   28   28A   3   37   37A   62   62A    Busz   100   162A   262   162   185    Éjszakai   909   ,47.489346000000005,19.131363,47.489346000000005,19.131363,1102,10
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3000.0, Etele út 26.,50,7,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,1,10,less than 3 m,district heating,0,0,0,0,0,no,separate,1,0,East,0,0,1,0,0,0,0,0,no,-1,no loft conversion, Villamos   1   17   41   47   47B   48   56    Busz   7   58   103   114   141   153   213   214    Éjszakai   907   973   ,47.46284,19.038195,47.46284,19.038195,1119,11
26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,3833.333333, Úszódaru utca 1,60,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Hajó   D11   ,47.547092,19.064444,47.547092,19.064444,1138,13
27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3500.0, Palóc utca,40,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   32   105   20E   30   230   30A   ,47.52535,19.08653,47.52535,19.08653,1135,13
28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,2543.859649, Szófia utca,57,2,-1,1,garden view,1,0,0,not available,0,available,1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,AA,1,2,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,-1,top floor, Villamos   4   6    Metró   M1    Busz   6   105    Éjszakai   979   923    Troli   70   73   76   78   ,47.50612,19.068170000000002,47.50612,19.068170000000002,1068,6
29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,5434.782609000001, Szabolcs utca,23,ground floor,-1,-1,garden view,1,0,0,available,1,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,not specified,not specified,natural gas (convector),1,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,yes,-1,not specified, Villamos   14    Busz   14   30   105   230   30A    Éjszakai   914   914A    Troli   75   79   ,47.519966,19.072167999999998,47.519966,19.072167999999998,1135,13
30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,2857.142857, Só utca,70,5,-1,1,panoramic,0,1,0,available,1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,A+,1,7,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,West,0,0,0,1,0,0,0,0,no,-1,no loft conversion, Villamos   2   47   47B   48   49    Metró   M3   M4    Busz   9   15   115    Éjszakai   979A   979   914A   909   950   914   950A    Troli   83   ,47.48805,19.05847,47.48805,19.05847,1053,5
31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,3214.285714, Csányi László utca 31,42,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   12   14    Metró   M3    Busz   12   104   104A   14   25   121   196   196A   30   204   230   30A    Éjszakai   950   950A   914A   914   ,47.558647,19.084192,47.558647,19.084192,1043,4
32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,3833.333333, Botond utca,30,3,-1,1,panoramic,0,1,0,not available,0,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,less than 3 m,combination boiler,0,0,1,0,0,no,together,0,1,Southwest,0,0,0,0,0,0,1,0,no,-1,top floor, Villamos   14    Metró   M3    Busz   14   105    Éjszakai   914   914A   950   950A    Troli   75   79   ,47.52355,19.06715,47.52355,19.06715,1134,13
33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3260.869565, Istenhegyi út,46,not specified,-1,1,not specified,0,0,0,available,1,-1,-1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,-1,not specified,not specified,not specified,0,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,-1, Busz   21   212   21A    Éjszakai   990   ,47.503407,19.000114,47.503407,19.000114,1125,12
34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3888.888889, Baranyai utca,36,2,-1,1,garden view,1,0,0,available,1,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,5,less than 3 m,district heating,0,0,0,0,0,no,together,0,1,South,0,1,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   4   17   41   47   47B   48   56    Metró   M4    Busz   133E   15   33   53   58   150   153   154   154B   212    Éjszakai   973   918   ,47.47217,19.0486,47.47217,19.0486,1117,11
35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3125.0, Hóvirág út,48,mezzanine floor,-1,1,garden view,1,0,0,not available,0,not available,0,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,4,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,South,0,1,0,0,0,0,0,0,no,6 sqm,no loft conversion, Busz   53   ,47.48532,18.993879999999997,47.48532,18.993879999999997,1121,12
36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,2763.157895, Teréz körút,76,2,-1,-1,street view,0,0,1,available,1,available,1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,4,less than 3 m,combination boiler,0,0,1,0,0,no,together,0,1,South,0,1,0,0,0,0,0,0,not specified,4 sqm,not specified, Villamos   4   6    Metró   M1    Busz   6   9   105    Éjszakai   914   914A   923   931   950   950A   979    Troli   70   72   73   78   ,47.506873999999996,19.061726,47.506873999999996,19.061726,1067,6
37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,2250.0, Thököly út,80,2,-1,1,street view,0,0,1,not available,0,not available,0,2 + 1 half room,2,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,3,3 m or more,natural gas (convector),1,0,0,0,0,not specified,separate,1,0,Southwest,0,0,0,0,0,0,1,0,not specified,1 sqm,no loft conversion, Villamos   3   62   62A   69    Busz   108E   133E   7   32   110   112   124   125   277   7E   8E    Éjszakai   907   979    Troli   82   ,47.518024,19.110310000000002,47.518024,19.110310000000002,1146,14
38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,2941.176471, Budapesti út,68,ground floor,-1,1,garden view,1,0,0,not specified,-1,-1,-1,3 room,3,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,2,not specified,central heating (metered),0,0,0,0,1,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,-1,no loft conversion, Busz   31   174   175    Éjszakai   931   ,47.52928,19.201818,47.52928,19.201818,1164,16
39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,2750.0, Szerémi sor,60,1,-1,1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,district heating (metered),0,0,0,0,0,not specified,separate,1,0,Southwest,0,0,0,0,0,0,1,0,not specified,3 sqm,no loft conversion, Villamos   1   4   17   41   47   48   56    Busz   133E   15   33   53   58   150   153   154   154B   212    Éjszakai   973   918   ,47.471579999999996,19.0511,47.471579999999996,19.0511,1117,11
40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,4423.076923, Kondorosi út,26,6,-1,1,garden view,1,0,0,available,1,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,7,not specified,central heating (metered),0,0,0,0,1,not specified,together,0,1,South,0,1,0,0,0,0,0,0,not specified,2 sqm,no loft conversion, Villamos   17   41   47   47B   48   56    Busz   114   213   214    Éjszakai   973   ,47.45077,19.039347,47.45077,19.039347,1116,11
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,3301.8867920000002, Visegrádi utca 80,53,6,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,7,less than 3 m,central heating (metered),0,0,0,0,1,no,separate,1,0,West,0,0,0,1,0,0,0,0,no,6 sqm,no loft conversion, Metró   M3    Busz   15   115    Éjszakai   950   950A    Troli   75   79   ,47.522575,19.06004,47.522575,19.06004,1133,13
42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,3815.789474, Déri Miksa utca 7,38,5,-1,1,garden view,1,0,0,available,1,available,1,1 + 1 half room,1,1,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,6,less than 3 m,central heating (metered),0,0,0,0,1,not specified,together,0,1,Southwest,0,0,0,0,0,0,1,0,not specified,3 sqm,no loft conversion, Villamos   28A   4   6   28   37   37A   62    Metró   M4    Busz   217E   6   9   99    Éjszakai   923   909    Troli   83   ,47.492672,19.074379999999998,47.492672,19.074379999999998,1084,8
43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,3452.3809520000004, Kedves utca,42,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   1   14    Busz   14   30   105   120   230   30A    Éjszakai   914A   914   ,47.546215000000004,19.087929000000003,47.546215000000004,19.087929000000003,1131,13
44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,3095.2380949999997, Árpád fejedelem útja,42,ground floor,-1,1,street view,0,0,1,available,1,not available,0,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,6,less than 3 m,central heating,0,0,0,0,1,not specified,together,0,1,East,0,0,1,0,0,0,0,0,no,-1,no loft conversion, Villamos   17   19   41    Hév   H5    Busz   29   111   H5   109   9    Éjszakai   923   934   960   ,47.5245,19.037876,47.5245,19.037876,1023,2
45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3600.0, Vadász utca 34,50,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Metró   M3    Busz   9   15   115    Éjszakai   914   914A   931   950   950A    Troli   70   72   73   78   ,47.50588,19.053427,47.50588,19.053427,1054,5
46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000,3839.285714, Harminckettesek tere 6/a,56,6,-1,1,panoramic,0,1,0,available,1,available,1,1 + 2 half room,1,2,mint,0,0,0,0,0,1,luxury,0,0,1,not specified,0,6,less than 3 m,central heating (metered),0,0,0,0,1,yes,separate,1,0,South,0,1,0,0,0,0,0,0,yes,3 sqm,no loft conversion, Villamos   4   6    Busz   6   9    Éjszakai   923   909    Troli   83   ,47.48955,19.071592000000003,47.48955,19.071592000000003,1082,8
47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,2230.7692309999998, Ugró Gyula sor,65,6,-1,1,panoramic,0,1,0,available,1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,-1,10,less than 3 m,central heating,0,0,0,0,1,not specified,not specified,-1,-1,West,0,0,0,1,0,0,0,0,no,7 sqm,-1, Busz   126   126A   220   296   20E   296A    Éjszakai   914   ,47.57972,19.10374,47.57972,19.10374,1046,4
